Frequency (Hz),FFT Magnitude (dB)
0.00,-120.000
0.24,-98.524
0.49,-98.597
0.73,-98.695
0.98,-98.824
1.22,-98.231
1.46,-98.191
1.71,-98.190
1.95,-98.092
2.20,-97.323
2.44,-97.194
2.69,-97.196
2.93,-96.148
3.17,-95.974
3.42,-96.243
3.66,-96.086
3.91,-95.393
4.15,-95.063
4.39,-96.512
4.64,-96.035
4.88,-95.242
5.13,-93.999
5.37,-92.065
5.62,-93.333
5.86,-92.713
6.10,-89.368
6.35,-93.525
6.59,-92.727
6.84,-94.450
7.08,-93.297
7.32,-95.168
7.57,-94.808
7.81,-93.916
8.06,-95.516
8.30,-94.513
8.54,-92.834
8.79,-90.595
9.03,-91.145
9.28,-90.587
9.52,-92.508
9.77,-90.954
10.01,-87.351
10.25,-86.531
10.50,-85.858
10.74,-84.675
10.99,-86.239
11.23,-87.070
11.47,-88.953
11.72,-88.286
11.96,-86.247
12.21,-90.908
12.45,-89.374
12.70,-89.573
12.94,-82.472
13.18,-86.424
13.43,-84.351
13.67,-83.161
13.92,-86.512
14.16,-86.218
14.40,-85.998
14.65,-85.550
14.89,-82.681
15.14,-80.025
15.38,-85.631
15.62,-85.607
15.87,-75.662
16.11,-85.522
16.36,-86.465
16.60,-87.551
16.85,-89.494
17.09,-87.350
17.33,-89.236
17.58,-86.597
17.82,-87.386
18.07,-85.906
18.31,-83.958
18.55,-85.625
18.80,-82.650
19.04,-85.379
19.29,-84.742
19.53,-83.936
19.78,-82.874
20.02,-86.377
20.26,-86.120
20.51,-81.403
20.75,-86.782
21.00,-85.487
21.24,-87.298
21.48,-85.761
21.73,-89.819
21.97,-84.235
22.22,-86.626
22.46,-86.378
22.71,-85.001
22.95,-85.636
23.19,-88.514
23.44,-87.626
23.68,-86.028
23.93,-86.528
24.17,-84.298
24.41,-84.524
24.66,-82.369
24.90,-83.385
25.15,-81.830
25.39,-81.227
25.63,-82.917
25.88,-80.307
26.12,-78.789
26.37,-77.168
26.61,-79.340
26.86,-76.957
27.10,-76.459
27.34,-78.163
27.59,-79.143
27.83,-79.107
28.08,-75.945
28.32,-75.751
28.56,-67.542
28.81,-63.963
29.05,-73.569
29.30,-73.160
29.54,-63.557
29.79,-65.228
30.03,-73.483
30.27,-75.663
30.52,-74.393
30.76,-75.053
31.01,-77.135
31.25,-76.663
31.49,-75.445
31.74,-65.321
31.98,-73.523
32.23,-78.119
32.47,-72.640
32.71,-75.418
32.96,-74.122
33.20,-76.219
33.45,-73.302
33.69,-72.072
33.94,-72.574
34.18,-72.464
34.42,-68.734
34.67,-63.753
34.91,-71.421
35.16,-72.179
35.40,-74.077
35.64,-74.456
35.89,-72.879
36.13,-76.557
36.38,-79.287
36.62,-78.577
36.87,-76.756
37.11,-77.168
37.35,-80.581
37.60,-77.678
37.84,-78.274
38.09,-78.628
38.33,-79.535
38.57,-80.389
38.82,-80.192
39.06,-79.090
39.31,-73.930
39.55,-78.889
39.79,-76.030
40.04,-76.476
40.28,-79.287
40.53,-75.510
40.77,-69.735
41.02,-67.502
41.26,-69.475
41.50,-70.387
41.75,-75.832
41.99,-76.935
42.24,-74.911
42.48,-77.619
42.72,-72.705
42.97,-75.032
43.21,-75.643
43.46,-74.200
43.70,-77.712
43.95,-72.897
44.19,-78.330
44.43,-78.901
44.68,-76.046
44.92,-77.887
45.17,-75.641
45.41,-75.654
45.65,-74.512
45.90,-69.018
46.14,-68.782
46.39,-69.528
46.63,-68.557
46.88,-71.677
47.12,-74.939
47.36,-77.048
47.61,-72.490
47.85,-72.233
48.10,-74.797
48.34,-73.359
48.58,-70.712
48.83,-67.703
49.07,-69.025
49.32,-73.559
49.56,-74.840
49.80,-74.304
50.05,-76.815
50.29,-78.552
50.54,-76.700
50.78,-77.724
51.03,-79.573
51.27,-77.634
51.51,-77.539
51.76,-76.386
52.00,-76.526
52.25,-78.125
52.49,-77.111
52.73,-76.416
52.98,-77.947
53.22,-78.284
53.47,-81.626
53.71,-77.400
53.96,-76.323
54.20,-76.246
54.44,-80.889
54.69,-78.832
54.93,-77.858
55.18,-76.490
55.42,-76.298
55.66,-76.465
55.91,-78.404
56.15,-78.577
56.40,-80.341
56.64,-78.817
56.88,-78.295
57.13,-77.467
57.37,-78.015
57.62,-75.260
57.86,-73.394
58.11,-75.012
58.35,-75.119
58.59,-69.358
58.84,-74.263
59.08,-71.327
59.33,-69.916
59.57,-78.064
59.81,-77.646
60.06,-79.523
60.30,-80.621
60.55,-78.953
60.79,-78.601
61.04,-78.697
61.28,-75.119
61.52,-75.753
61.77,-79.234
62.01,-78.243
62.26,-79.038
62.50,-79.935
62.74,-78.774
62.99,-80.357
63.23,-77.369
63.48,-70.910
63.72,-70.931
63.96,-76.956
64.21,-78.540
64.45,-78.103
64.70,-77.394
64.94,-75.720
65.19,-77.481
65.43,-76.970
65.67,-78.279
65.92,-77.320
66.16,-78.267
66.41,-76.893
66.65,-75.284
66.89,-75.568
67.14,-75.922
67.38,-77.307
67.63,-76.162
67.87,-78.033
68.12,-74.874
68.36,-73.867
68.60,-74.021
68.85,-74.659
69.09,-72.064
69.34,-76.351
69.58,-75.961
69.82,-74.571
70.07,-74.380
70.31,-75.851
70.56,-77.964
70.80,-77.941
71.04,-78.622
71.29,-76.281
71.53,-78.648
71.78,-77.260
72.02,-79.489
72.27,-77.715
72.51,-78.931
72.75,-77.956
73.00,-80.011
73.24,-81.909
73.49,-83.351
73.73,-80.756
73.97,-79.585
74.22,-80.656
74.46,-80.110
74.71,-80.204
74.95,-81.812
75.20,-81.544
75.44,-82.655
75.68,-81.522
75.93,-83.316
76.17,-81.521
76.42,-81.133
76.66,-83.146
76.90,-82.143
77.15,-80.475
77.39,-80.332
77.64,-81.067
77.88,-77.914
78.12,-79.238
78.37,-80.676
78.61,-77.801
78.86,-77.646
79.10,-76.625
79.35,-77.142
79.59,-76.914
79.83,-74.254
80.08,-78.451
80.32,-75.504
80.57,-78.848
80.81,-74.834
81.05,-76.855
81.30,-78.415
81.54,-78.561
81.79,-79.030
82.03,-79.252
82.28,-77.706
82.52,-76.221
82.76,-77.060
83.01,-77.271
83.25,-77.864
83.50,-78.667
83.74,-76.961
83.98,-79.795
84.23,-78.680
84.47,-77.336
84.72,-80.157
84.96,-81.322
85.21,-79.292
85.45,-79.808
85.69,-82.115
85.94,-82.903
86.18,-78.789
86.43,-79.669
86.67,-79.232
86.91,-77.414
87.16,-75.813
87.40,-79.048
87.65,-80.573
87.89,-78.269
88.13,-80.297
88.38,-78.306
88.62,-75.351
88.87,-69.985
89.11,-73.630
