Frequency (Hz),FFT Magnitude (dB)
735.49,-66.086
736.17,-65.891
736.84,-66.810
737.51,-66.045
738.19,-67.030
738.86,-66.804
739.53,-64.908
740.20,-64.990
740.88,-65.275
741.55,-65.208
742.22,-65.516
742.90,-65.161
743.57,-64.223
744.24,-64.345
744.91,-64.702
745.59,-62.963
746.26,-62.627
746.93,-63.711
747.61,-63.562
748.28,-65.005
748.95,-62.587
749.62,-62.806
750.30,-63.157
750.97,-63.169
751.64,-61.931
752.32,-63.172
752.99,-62.317
753.66,-61.742
754.34,-61.754
755.01,-61.450
755.68,-60.958
756.35,-61.473
757.03,-59.924
757.70,-60.699
758.37,-59.260
759.05,-60.531
759.72,-60.569
760.39,-60.174
761.06,-60.000
761.74,-58.341
762.41,-60.776
763.08,-58.436
763.76,-59.435
764.43,-58.269
765.10,-59.227
765.77,-58.972
766.45,-58.886
767.12,-58.689
767.79,-58.413
768.47,-58.575
769.14,-57.243
769.81,-56.583
770.48,-58.535
771.16,-57.312
771.83,-57.621
772.50,-56.896
773.18,-57.497
773.85,-56.612
774.52,-57.055
775.20,-56.376
775.87,-56.878
776.54,-57.477
777.21,-57.541
777.89,-57.110
778.56,-57.483
779.23,-56.695
779.91,-57.282
780.58,-58.589
781.25,-57.983
781.92,-58.457
782.60,-57.616
783.27,-59.084
783.94,-60.343
784.62,-58.633
785.29,-59.915
785.96,-59.342
786.63,-58.934
787.31,-58.668
787.98,-60.168
788.65,-60.332
789.33,-58.558
790.00,-61.267
790.67,-60.939
791.35,-59.842
792.02,-60.607
792.69,-60.164
793.36,-61.393
794.04,-61.349
794.71,-62.549
795.38,-62.424
796.06,-61.164
796.73,-62.886
797.40,-61.604
798.07,-61.564
798.75,-62.916
799.42,-63.250
800.09,-62.925
800.77,-62.878
801.44,-62.228
802.11,-62.966
802.78,-62.997
803.46,-63.216
804.13,-64.565
804.80,-63.954
805.48,-62.981
806.15,-64.387
806.82,-65.375
807.50,-63.986
808.17,-63.625
808.84,-64.294
809.51,-64.967
810.19,-65.755
810.86,-65.846
811.53,-65.484
812.21,-65.255
812.88,-64.326
813.55,-65.775
814.22,-66.757
814.90,-65.402
815.57,-66.502
816.24,-66.194
816.92,-66.802
817.59,-66.198
818.26,-66.490
818.93,-67.431
819.61,-65.159
820.28,-67.043
820.95,-64.868
821.63,-65.528
822.30,-68.376
822.97,-66.717
823.65,-65.745
824.32,-68.875
824.99,-68.516
825.66,-66.337
826.34,-67.261
827.01,-67.455
827.68,-67.901
828.36,-68.072
829.03,-69.610
829.70,-68.623
830.37,-68.526
831.05,-68.448
831.72,-69.753
832.39,-68.939
833.07,-68.010
833.74,-68.876
834.41,-68.240
835.08,-69.347
835.76,-67.806
836.43,-68.869
837.10,-71.007
837.78,-70.469
838.45,-70.798
839.12,-68.375
839.79,-69.164
840.47,-68.892
841.14,-68.938
841.81,-68.411
842.49,-69.610
843.16,-69.393
843.83,-70.154
844.51,-69.556
845.18,-70.178
845.85,-68.106
846.52,-69.452
847.20,-69.451
847.87,-69.577
848.54,-70.043
849.22,-69.660
849.89,-69.924
850.56,-68.848
851.23,-70.990
851.91,-71.831
852.58,-70.027
853.25,-72.310
853.93,-70.412
854.60,-71.081
855.27,-70.314
855.94,-70.064
856.62,-68.638
857.29,-70.393
857.96,-70.697
858.64,-70.756
859.31,-69.332
859.98,-71.477
860.66,-72.407
861.33,-71.067
862.00,-70.681
862.67,-70.609
863.35,-71.537
864.02,-71.693
864.69,-71.613
865.37,-72.161
866.04,-71.694
866.71,-72.134
867.38,-70.914
868.06,-70.940
868.73,-70.921
869.40,-72.411
870.08,-72.541
870.75,-71.696
871.42,-71.327
872.09,-71.297
872.77,-71.456
873.44,-70.776
874.11,-73.371
874.79,-71.936
875.46,-71.181
876.13,-71.585
876.81,-71.468
877.48,-71.808
878.15,-71.962
878.82,-72.389
879.50,-71.900
880.17,-73.094
880.84,-72.100
881.52,-72.503
882.19,-72.515
882.86,-72.144
883.53,-72.924
884.21,-72.552
884.88,-72.689
885.55,-72.244
886.23,-71.409
886.90,-72.871
887.57,-72.734
888.24,-72.501
888.92,-71.593
889.59,-73.236
890.26,-71.616
890.94,-72.552
891.61,-72.454
892.28,-73.188
892.96,-71.621
893.63,-71.514
894.30,-72.181
894.97,-71.855
895.65,-74.308
896.32,-72.591
896.99,-73.778
897.67,-73.070
898.34,-72.654
899.01,-73.592
899.68,-72.771
900.36,-73.662
901.03,-73.599
901.70,-72.398
902.38,-73.205
903.05,-74.526
903.72,-73.152
904.39,-73.324
905.07,-73.048
905.74,-72.005
906.41,-73.816
907.09,-73.605
907.76,-74.351
908.43,-72.328
909.10,-72.801
909.78,-74.286
910.45,-73.902
911.12,-72.985
911.80,-72.667
912.47,-74.004
913.14,-72.882
913.82,-72.882
914.49,-75.064
915.16,-74.098
915.83,-73.224
916.51,-72.286
917.18,-72.414
917.85,-73.881
918.53,-74.785
919.20,-73.620
919.87,-73.634
920.54,-73.692
921.22,-73.574
921.89,-73.035
922.56,-73.944
923.24,-73.869
923.91,-74.928
924.58,-72.605
925.25,-72.427
925.93,-73.990
926.60,-74.259
927.27,-74.564
927.95,-73.756
928.62,-73.062
929.29,-72.390
929.97,-73.557
930.64,-73.204
931.31,-74.143
931.98,-72.511
932.66,-73.682
933.33,-74.785
934.00,-74.568
934.68,-74.424
935.35,-73.493
936.02,-74.171
936.69,-73.508
937.37,-74.759
938.04,-74.161
938.71,-74.693
939.39,-73.073
940.06,-74.659
940.73,-74.164
941.40,-74.625
942.08,-74.248
942.75,-74.509
943.42,-74.070
944.10,-74.562
944.77,-73.290
945.44,-73.336
946.12,-73.625
946.79,-73.000
947.46,-73.102
948.13,-74.474
948.81,-74.289
949.48,-73.719
950.15,-73.492
950.83,-73.870
951.50,-74.739
952.17,-73.619
952.84,-73.958
953.52,-73.481
954.19,-73.367
954.86,-72.881
955.54,-71.578
956.21,-72.014
956.88,-73.979
957.55,-73.664
958.23,-76.014
958.90,-73.432
959.57,-73.545
960.25,-74.145
960.92,-73.293
961.59,-73.832
962.27,-74.832
962.94,-71.976
963.61,-74.687
964.28,-73.374
964.96,-73.387
965.63,-73.049
966.30,-73.923
966.98,-73.795
967.65,-74.237
968.32,-72.788
968.99,-73.976
969.67,-74.334
970.34,-72.742
971.01,-72.900
971.69,-74.203
972.36,-73.905
973.03,-72.844
973.70,-74.316
974.38,-74.593
975.05,-74.092
975.72,-73.489
976.40,-73.294
977.07,-75.383
977.74,-73.762
978.41,-74.003
979.09,-73.388
979.76,-73.211
980.43,-72.291
981.11,-73.374
981.78,-74.043
982.45,-72.716
983.13,-73.723
983.80,-73.423
984.47,-73.049
985.14,-73.528
985.82,-74.363
986.49,-73.267
987.16,-73.608
987.84,-72.666
988.51,-74.630
989.18,-73.378
989.85,-73.679
990.53,-73.408
991.20,-73.849
991.87,-73.164
992.55,-73.281
993.22,-73.692
993.89,-74.215
994.56,-74.904
995.24,-73.344
995.91,-74.479
996.58,-74.072
997.26,-72.465
997.93,-73.059
998.60,-74.157
999.28,-73.338
999.95,-72.311
1000.62,-72.990
1001.29,-72.259
1001.97,-72.471
1002.64,-72.960
1003.31,-72.026
1003.99,-72.026
1004.66,-72.914
1005.33,-72.256
1006.00,-72.957
1006.68,-71.589
1007.35,-72.657
1008.02,-73.512
1008.70,-74.334
1009.37,-72.704
1010.04,-71.295
1010.71,-72.390
1011.39,-71.718
1012.06,-71.581
1012.73,-72.088
1013.41,-72.286
1014.08,-72.140
1014.75,-74.183
1015.43,-71.996
1016.10,-72.220
1016.77,-72.197
1017.44,-72.929
1018.12,-73.829
1018.79,-73.115
1019.46,-72.800
1020.14,-72.303
1020.81,-73.138
1021.48,-73.286
1022.15,-73.148
1022.83,-72.515
1023.50,-72.570
1024.17,-74.036
1024.85,-71.664
1025.52,-71.239
1026.19,-72.553
1026.86,-71.655
1027.54,-72.082
1028.21,-71.900
1028.88,-72.707
1029.56,-72.976
1030.23,-73.504
1030.90,-74.092
1031.58,-71.775
1032.25,-72.817
1032.92,-72.391
1033.59,-70.500
1034.27,-71.405
1034.94,-70.233
1035.61,-71.010
1036.29,-70.985
1036.96,-71.608
