Frequency (Hz),FFT Magnitude (dB)
0.00,-120.000
0.67,-93.914
1.35,-93.562
2.02,-93.102
2.69,-93.052
3.36,-92.474
4.04,-92.083
4.71,-92.564
5.38,-89.869
6.06,-89.067
6.73,-90.805
7.40,-91.976
8.07,-90.388
8.75,-87.717
9.42,-86.130
10.09,-85.124
10.77,-83.018
11.44,-84.913
12.11,-86.023
12.79,-83.058
13.46,-82.956
14.13,-82.426
14.80,-81.024
15.48,-80.862
16.15,-79.075
16.82,-85.158
17.50,-85.615
18.17,-84.835
18.84,-83.816
19.51,-82.214
20.19,-83.378
20.86,-84.038
21.53,-84.317
22.21,-84.394
22.88,-83.761
23.55,-84.244
24.22,-81.401
24.90,-81.772
25.57,-79.411
26.24,-76.791
26.92,-76.225
27.59,-74.656
28.26,-72.463
28.94,-66.826
29.61,-68.297
30.28,-76.698
30.95,-75.712
31.63,-73.554
32.30,-74.095
32.97,-74.006
33.65,-70.893
34.32,-70.252
34.99,-68.500
35.66,-72.747
36.34,-73.737
37.01,-76.216
37.68,-76.553
38.36,-73.423
39.03,-67.965
39.70,-73.254
40.37,-77.945
41.05,-78.636
41.72,-77.474
42.39,-76.160
43.07,-75.144
43.74,-73.605
44.41,-76.523
45.09,-74.903
45.76,-78.882
46.43,-79.714
47.10,-79.529
47.78,-76.282
48.45,-78.159
49.12,-77.532
49.80,-75.949
50.47,-74.454
51.14,-76.893
51.81,-72.410
52.49,-76.388
53.16,-76.099
53.83,-77.453
54.51,-75.668
55.18,-77.330
55.85,-78.720
56.52,-78.230
57.20,-76.218
57.87,-72.104
58.54,-69.954
59.22,-72.213
59.89,-78.160
60.56,-78.702
61.24,-78.984
61.91,-75.871
62.58,-76.689
63.25,-73.716
63.93,-74.424
64.60,-77.199
65.27,-78.711
65.95,-77.879
66.62,-77.808
67.29,-76.859
67.96,-73.815
68.64,-74.609
69.31,-74.167
69.98,-73.442
70.66,-76.058
71.33,-78.086
72.00,-76.893
72.67,-77.985
73.35,-79.971
74.02,-79.915
74.69,-78.992
75.37,-78.120
76.04,-78.649
76.71,-77.883
77.38,-78.626
78.06,-78.234
78.73,-77.052
79.40,-74.978
80.08,-75.638
80.75,-76.740
81.42,-77.261
82.10,-77.327
82.77,-77.605
83.44,-78.259
84.11,-79.819
