Frequency (Hz),FFT Magnitude (dB)
0.00,-120.000
0.24,-102.648
0.49,-102.531
0.73,-102.526
0.98,-101.896
1.22,-101.873
1.46,-101.723
1.71,-100.884
1.95,-100.282
2.20,-98.384
2.44,-98.623
2.69,-99.086
2.93,-97.165
3.17,-98.361
3.42,-99.426
3.66,-99.046
3.91,-96.073
4.15,-97.089
4.39,-99.133
4.64,-97.890
4.88,-94.980
5.13,-91.337
5.37,-92.439
5.62,-90.088
5.86,-90.477
6.10,-94.076
6.35,-93.366
6.59,-94.039
6.84,-95.053
7.08,-95.005
7.32,-95.365
7.57,-95.086
7.81,-94.762
8.06,-94.243
8.30,-90.873
8.54,-91.038
8.79,-89.724
9.03,-92.178
9.28,-89.324
9.52,-88.152
9.77,-90.020
10.01,-86.843
10.25,-84.288
10.50,-83.540
10.74,-83.757
10.99,-87.476
11.23,-84.271
11.47,-85.361
11.72,-87.557
11.96,-85.402
12.21,-90.509
12.45,-89.740
12.70,-89.654
12.94,-81.391
13.18,-85.214
13.43,-82.858
13.67,-84.242
13.92,-85.297
14.16,-86.342
14.40,-83.939
14.65,-83.618
14.89,-81.399
15.14,-79.013
15.38,-83.371
15.62,-86.241
15.87,-74.650
16.11,-85.574
16.36,-86.738
16.60,-86.242
16.85,-86.471
17.09,-87.618
17.33,-85.345
17.58,-86.792
17.82,-86.270
18.07,-83.479
18.31,-85.550
18.55,-84.138
18.80,-84.950
19.04,-81.974
19.29,-82.793
19.53,-85.675
19.78,-84.765
20.02,-83.635
20.26,-85.901
20.51,-84.527
20.75,-85.399
21.00,-84.378
21.24,-87.199
21.48,-84.754
21.73,-86.228
21.97,-86.187
22.22,-86.082
22.46,-87.097
22.71,-85.538
22.95,-85.796
23.19,-87.473
23.44,-87.030
23.68,-86.940
23.93,-83.147
24.17,-82.681
24.41,-83.439
24.66,-81.512
24.90,-83.298
25.15,-81.851
25.39,-81.608
25.63,-82.789
25.88,-77.996
26.12,-79.384
26.37,-75.106
