Frequency (Hz),FFT Magnitude (dB)
0.00,-120.000
0.49,-96.808
0.98,-96.288
1.46,-96.561
1.95,-95.775
2.44,-94.866
2.93,-94.377
3.42,-94.321
3.91,-93.325
4.39,-94.571
4.88,-92.396
5.37,-89.385
5.86,-89.402
6.35,-89.460
6.84,-92.476
7.32,-90.322
7.81,-91.056
8.30,-89.300
8.79,-88.981
9.28,-86.138
9.77,-85.460
10.25,-82.288
10.74,-81.513
11.23,-81.935
11.72,-85.347
12.21,-85.860
12.70,-84.539
13.18,-81.301
13.67,-80.429
14.16,-81.491
14.65,-82.600
15.14,-77.388
15.62,-79.200
16.11,-77.993
16.60,-84.755
17.09,-86.781
17.58,-86.115
18.07,-82.587
18.55,-83.281
19.04,-83.117
19.53,-81.019
20.02,-81.497
20.51,-81.561
21.00,-83.420
21.48,-82.384
21.97,-83.636
22.46,-83.052
22.95,-83.264
23.44,-82.558
23.93,-81.482
24.41,-79.255
24.90,-78.838
25.39,-77.260
25.88,-77.269
26.37,-74.273
26.86,-74.157
27.34,-74.385
27.83,-73.897
28.32,-70.955
28.81,-61.463
29.30,-68.894
29.79,-64.615
30.27,-72.527
30.76,-73.448
31.25,-74.889
31.74,-63.791
32.23,-71.587
32.71,-73.860
33.20,-74.393
33.69,-71.824
34.18,-70.917
34.67,-64.234
35.16,-68.264
35.64,-72.145
36.13,-72.304
36.62,-74.338
37.11,-75.542
37.60,-76.315
38.09,-76.717
38.57,-76.310
39.06,-76.329
39.55,-76.263
40.04,-77.660
40.53,-75.785
41.02,-76.971
41.50,-77.640
41.99,-75.625
42.48,-75.867
42.97,-72.640
43.46,-72.598
43.95,-75.938
44.43,-75.164
44.92,-75.292
45.41,-75.255
45.90,-78.131
46.39,-78.020
46.88,-80.049
47.36,-78.560
47.85,-71.706
48.34,-76.359
48.83,-76.510
49.32,-75.885
49.80,-75.581
50.29,-76.876
50.78,-76.183
51.27,-75.523
51.76,-74.632
52.25,-74.716
52.73,-75.224
53.22,-76.314
53.71,-75.457
54.20,-77.384
54.69,-76.340
55.18,-75.334
55.66,-77.382
56.15,-77.434
56.64,-74.598
57.13,-76.478
57.62,-73.932
58.11,-71.266
58.59,-70.333
59.08,-70.273
59.57,-75.700
60.06,-75.962
60.55,-78.683
61.04,-80.036
61.52,-79.605
62.01,-79.626
62.50,-77.376
62.99,-78.093
63.48,-71.109
63.96,-74.408
64.45,-75.482
64.94,-77.956
65.43,-77.082
65.92,-77.608
66.41,-77.017
66.89,-75.854
67.38,-76.511
67.87,-73.651
68.36,-75.029
68.85,-73.603
69.34,-73.160
69.82,-74.562
70.31,-76.079
70.80,-77.462
71.29,-75.578
71.78,-74.764
72.27,-77.092
72.75,-78.003
73.24,-77.109
73.73,-78.941
74.22,-79.497
74.71,-78.863
75.20,-78.890
75.68,-77.349
76.17,-78.334
76.66,-77.882
77.15,-78.457
77.64,-77.847
78.12,-78.487
78.61,-76.484
79.10,-75.966
79.59,-72.631
80.08,-76.356
80.57,-76.423
81.05,-76.595
81.54,-76.348
82.03,-76.449
82.52,-78.395
83.01,-79.052
83.50,-77.837
83.98,-77.514
84.47,-77.943
84.96,-80.500
85.45,-79.003
85.94,-76.378
86.43,-77.078
86.91,-77.795
87.40,-77.898
87.89,-78.118
88.38,-78.153
88.87,-69.443
89.36,-76.291
89.84,-76.739
90.33,-75.411
90.82,-75.269
91.31,-76.419
91.80,-76.103
92.29,-76.578
92.77,-76.272
93.26,-71.763
93.75,-68.584
94.24,-76.743
94.73,-77.634
95.21,-77.910
95.70,-76.076
96.19,-78.332
96.68,-79.275
97.17,-78.219
97.66,-78.494
98.14,-78.536
98.63,-77.144
99.12,-77.652
99.61,-78.787
100.10,-78.381
100.59,-77.869
101.07,-77.300
101.56,-75.338
102.05,-74.406
102.54,-75.810
103.03,-74.222
103.52,-75.189
104.00,-74.294
104.49,-73.878
104.98,-72.904
105.47,-74.400
105.96,-71.525
106.45,-70.944
106.93,-73.648
107.42,-73.639
107.91,-73.684
108.40,-75.204
108.89,-75.803
109.38,-74.256
109.86,-74.981
110.35,-74.123
110.84,-72.629
111.33,-73.650
111.82,-72.541
112.30,-71.536
112.79,-69.745
113.28,-67.133
113.77,-69.856
114.26,-71.436
114.75,-70.977
115.23,-71.495
115.72,-71.552
116.21,-72.330
116.70,-71.395
117.19,-69.787
117.68,-69.147
118.16,-67.729
118.65,-63.980
119.14,-60.943
119.63,-53.145
120.12,-48.004
120.61,-59.598
121.09,-63.937
121.58,-66.898
122.07,-65.175
122.56,-66.525
123.05,-70.673
123.54,-67.532
124.02,-72.983
124.51,-74.126
125.00,-74.382
125.49,-75.175
125.98,-75.440
126.46,-74.174
126.95,-73.118
127.44,-73.182
127.93,-65.762
128.42,-72.841
128.91,-73.783
129.39,-74.142
129.88,-72.519
130.37,-70.961
130.86,-71.529
131.35,-69.836
131.84,-68.216
132.32,-64.477
132.81,-47.106
133.30,-62.492
133.79,-58.958
134.28,-68.488
134.77,-70.701
135.25,-73.089
135.74,-73.703
136.23,-74.460
136.72,-74.104
137.21,-72.661
137.70,-71.954
138.18,-73.607
138.67,-73.486
139.16,-74.407
139.65,-72.712
140.14,-71.493
140.62,-71.365
141.11,-72.168
141.60,-70.149
142.09,-71.429
142.58,-70.601
143.07,-71.902
143.55,-73.589
144.04,-73.194
144.53,-69.799
145.02,-69.793
145.51,-70.719
146.00,-70.766
146.48,-70.328
146.97,-68.880
147.46,-69.088
147.95,-67.950
148.44,-60.919
148.93,-67.372
149.41,-67.839
149.90,-67.962
150.39,-67.267
150.88,-63.812
151.37,-66.725
151.86,-66.665
152.34,-64.581
152.83,-65.127
153.32,-65.021
153.81,-65.743
154.30,-66.583
154.79,-66.756
155.27,-67.546
155.76,-68.530
156.25,-68.834
156.74,-69.424
157.23,-71.373
157.71,-70.224
158.20,-70.512
158.69,-69.377
159.18,-61.323
159.67,-64.781
160.16,-68.960
160.64,-68.632
161.13,-68.539
161.62,-69.226
162.11,-68.033
162.60,-70.457
163.09,-69.646
163.57,-69.246
164.06,-71.023
164.55,-69.893
165.04,-70.944
165.53,-69.363
166.02,-70.044
166.50,-69.670
166.99,-69.835
167.48,-68.637
167.97,-71.153
168.46,-70.332
168.95,-70.653
169.43,-70.785
169.92,-70.130
170.41,-70.568
170.90,-72.512
171.39,-70.297
171.88,-70.967
172.36,-70.086
172.85,-68.725
173.34,-70.950
173.83,-72.656
174.32,-75.073
