Created as New Dataset,Sample 848 By YargerLab Date Saturday, April 18 2026
cm-1,A
4000.00,0.0130
3999.00,0.0130
3998.00,0.0130
3997.00,0.0130
3996.00,0.0130
3995.00,0.0130
3994.00,0.0131
3993.00,0.0131
3992.00,0.0132
3991.00,0.0132
3990.00,0.0133
3989.00,0.0133
3988.00,0.0133
3987.00,0.0133
3986.00,0.0132
3985.00,0.0132
3984.00,0.0132
3983.00,0.0132
3982.00,0.0131
3981.00,0.0131
3980.00,0.0131
3979.00,0.0131
3978.00,0.0131
3977.00,0.0131
3976.00,0.0130
3975.00,0.0130
3974.00,0.0130
3973.00,0.0130
3972.00,0.0130
3971.00,0.0129
3970.00,0.0129
3969.00,0.0129
3968.00,0.0129
3967.00,0.0129
3966.00,0.0128
3965.00,0.0128
3964.00,0.0128
3963.00,0.0128
3962.00,0.0128
3961.00,0.0128
3960.00,0.0128
3959.00,0.0128
3958.00,0.0128
3957.00,0.0129
3956.00,0.0128
3955.00,0.0128
3954.00,0.0128
3953.00,0.0128
3952.00,0.0128
3951.00,0.0128
3950.00,0.0128
3949.00,0.0128
3948.00,0.0128
3947.00,0.0128
3946.00,0.0128
3945.00,0.0128
3944.00,0.0128
3943.00,0.0128
3942.00,0.0128
3941.00,0.0128
3940.00,0.0128
3939.00,0.0128
3938.00,0.0128
3937.00,0.0128
3936.00,0.0128
3935.00,0.0128
3934.00,0.0128
3933.00,0.0128
3932.00,0.0128
3931.00,0.0127
3930.00,0.0127
3929.00,0.0127
3928.00,0.0127
3927.00,0.0127
3926.00,0.0127
3925.00,0.0127
3924.00,0.0127
3923.00,0.0127
3922.00,0.0127
3921.00,0.0127
3920.00,0.0127
3919.00,0.0126
3918.00,0.0126
3917.00,0.0126
3916.00,0.0126
3915.00,0.0126
3914.00,0.0126
3913.00,0.0126
3912.00,0.0126
3911.00,0.0126
3910.00,0.0126
3909.00,0.0126
3908.00,0.0127
3907.00,0.0127
3906.00,0.0127
3905.00,0.0127
3904.00,0.0127
