Created as New Dataset,Sample 840 By YargerLab Date Saturday, April 18 2026
cm-1,A
3870.00,0.1117
3869.00,0.1115
3868.00,0.1114
3867.00,0.1115
3866.00,0.1117
3865.00,0.1119
3864.00,0.1120
3863.00,0.1120
3862.00,0.1121
3861.00,0.1123
3860.00,0.1125
3859.00,0.1127
3858.00,0.1128
3857.00,0.1129
3856.00,0.1132
3855.00,0.1140
3854.00,0.1151
3853.00,0.1159
3852.00,0.1164
3851.00,0.1168
3850.00,0.1173
3849.00,0.1177
3848.00,0.1178
3847.00,0.1176
3846.00,0.1172
3845.00,0.1167
3844.00,0.1161
3843.00,0.1154
3842.00,0.1148
3841.00,0.1142
3840.00,0.1138
3839.00,0.1135
3838.00,0.1132
3837.00,0.1131
3836.00,0.1130
3835.00,0.1131
3834.00,0.1133
3833.00,0.1135
3832.00,0.1137
3831.00,0.1137
3830.00,0.1136
3829.00,0.1136
3828.00,0.1136
3827.00,0.1135
3826.00,0.1131
3825.00,0.1127
3824.00,0.1124
3823.00,0.1124
3822.00,0.1125
3821.00,0.1124
3820.00,0.1120
3819.00,0.1118
3818.00,0.1120
3817.00,0.1123
3816.00,0.1124
3815.00,0.1123
3814.00,0.1123
3813.00,0.1124
3812.00,0.1126
3811.00,0.1127
3810.00,0.1127
3809.00,0.1129
3808.00,0.1133
3807.00,0.1137
3806.00,0.1139
3805.00,0.1141
3804.00,0.1144
3803.00,0.1147
3802.00,0.1149
3801.00,0.1147
3800.00,0.1144
3799.00,0.1143
3798.00,0.1143
3797.00,0.1144
3796.00,0.1141
3795.00,0.1138
3794.00,0.1135
3793.00,0.1133
3792.00,0.1131
3791.00,0.1129
3790.00,0.1127
3789.00,0.1126
3788.00,0.1125
3787.00,0.1125
3786.00,0.1125
3785.00,0.1125
3784.00,0.1124
3783.00,0.1123
3782.00,0.1123
3781.00,0.1123
3780.00,0.1123
3779.00,0.1121
3778.00,0.1119
3777.00,0.1118
3776.00,0.1118
3775.00,0.1117
3774.00,0.1116
3773.00,0.1115
3772.00,0.1114
3771.00,0.1113
3770.00,0.1112
3769.00,0.1110
3768.00,0.1108
3767.00,0.1108
3766.00,0.1109
3765.00,0.1108
3764.00,0.1106
3763.00,0.1105
3762.00,0.1104
3761.00,0.1104
3760.00,0.1103
3759.00,0.1102
3758.00,0.1101
3757.00,0.1099
3756.00,0.1097
3755.00,0.1095
3754.00,0.1093
3753.00,0.1091
3752.00,0.1089
3751.00,0.1089
3750.00,0.1089
3749.00,0.1087
3748.00,0.1086
3747.00,0.1087
3746.00,0.1091
3745.00,0.1094
3744.00,0.1094
3743.00,0.1092
3742.00,0.1092
3741.00,0.1095
3740.00,0.1097
3739.00,0.1096
3738.00,0.1095
3737.00,0.1095
3736.00,0.1095
3735.00,0.1095
3734.00,0.1095
3733.00,0.1096
3732.00,0.1096
3731.00,0.1097
3730.00,0.1097
3729.00,0.1099
3728.00,0.1102
3727.00,0.1103
3726.00,0.1103
3725.00,0.1104
3724.00,0.1105
3723.00,0.1106
3722.00,0.1106
3721.00,0.1106
3720.00,0.1104
3719.00,0.1103
3718.00,0.1102
3717.00,0.1100
3716.00,0.1099
3715.00,0.1097
3714.00,0.1097
3713.00,0.1097
3712.00,0.1099
3711.00,0.1099
3710.00,0.1099
3709.00,0.1099
3708.00,0.1099
3707.00,0.1098
3706.00,0.1098
3705.00,0.1097
3704.00,0.1097
3703.00,0.1097
3702.00,0.1097
3701.00,0.1096
3700.00,0.1095
3699.00,0.1095
3698.00,0.1095
3697.00,0.1095
3696.00,0.1095
3695.00,0.1094
3694.00,0.1092
3693.00,0.1091
3692.00,0.1089
3691.00,0.1088
3690.00,0.1088
3689.00,0.1089
3688.00,0.1091
3687.00,0.1092
3686.00,0.1094
3685.00,0.1096
3684.00,0.1097
3683.00,0.1097
3682.00,0.1096
3681.00,0.1095
3680.00,0.1093
3679.00,0.1090
3678.00,0.1089
3677.00,0.1091
3676.00,0.1095
3675.00,0.1096
3674.00,0.1096
3673.00,0.1096
3672.00,0.1100
3671.00,0.1103
3670.00,0.1103
3669.00,0.1102
3668.00,0.1100
3667.00,0.1099
3666.00,0.1099
3665.00,0.1099
3664.00,0.1098
3663.00,0.1097
3662.00,0.1097
3661.00,0.1096
3660.00,0.1097
3659.00,0.1098
3658.00,0.1101
3657.00,0.1105
3656.00,0.1108
3655.00,0.1108
3654.00,0.1108
3653.00,0.1108
3652.00,0.1107
3651.00,0.1105
3650.00,0.1103
3649.00,0.1102
3648.00,0.1101
3647.00,0.1099
3646.00,0.1099
3645.00,0.1098
3644.00,0.1099
3643.00,0.1099
3642.00,0.1098
3641.00,0.1097
3640.00,0.1096
3639.00,0.1094
3638.00,0.1092
3637.00,0.1091
3636.00,0.1090
3635.00,0.1089
3634.00,0.1088
3633.00,0.1085
3632.00,0.1084
3631.00,0.1084
3630.00,0.1088
3629.00,0.1093
3628.00,0.1096
3627.00,0.1098
3626.00,0.1101
3625.00,0.1103
3624.00,0.1103
3623.00,0.1101
3622.00,0.1098
3621.00,0.1095
3620.00,0.1093
3619.00,0.1091
3618.00,0.1090
3617.00,0.1088
3616.00,0.1089
3615.00,0.1089
3614.00,0.1089
3613.00,0.1088
3612.00,0.1087
3611.00,0.1087
3610.00,0.1087
3609.00,0.1089
3608.00,0.1089
3607.00,0.1089
3606.00,0.1088
3605.00,0.1088
3604.00,0.1088
3603.00,0.1088
3602.00,0.1089
3601.00,0.1089
3600.00,0.1090
3599.00,0.1090
3598.00,0.1091
3597.00,0.1092
3596.00,0.1093
3595.00,0.1094
3594.00,0.1094
3593.00,0.1093
3592.00,0.1091
3591.00,0.1090
3590.00,0.1089
3589.00,0.1089
3588.00,0.1089
3587.00,0.1090
3586.00,0.1089
3585.00,0.1089
3584.00,0.1090
3583.00,0.1092
3582.00,0.1094
3581.00,0.1096
3580.00,0.1098
3579.00,0.1100
3578.00,0.1102
3577.00,0.1105
3576.00,0.1107
3575.00,0.1109
3574.00,0.1109
3573.00,0.1109
3572.00,0.1107
3571.00,0.1106
3570.00,0.1105
3569.00,0.1106
3568.00,0.1108
3567.00,0.1110
3566.00,0.1112
3565.00,0.1113
3564.00,0.1114
3563.00,0.1116
3562.00,0.1117
3561.00,0.1117
3560.00,0.1116
3559.00,0.1115
3558.00,0.1113
3557.00,0.1110
3556.00,0.1108
3555.00,0.1106
3554.00,0.1104
3553.00,0.1103
3552.00,0.1102
3551.00,0.1100
3550.00,0.1100
3549.00,0.1099
3548.00,0.1099
3547.00,0.1098
3546.00,0.1098
3545.00,0.1098
3544.00,0.1097
3543.00,0.1098
3542.00,0.1098
3541.00,0.1099
3540.00,0.1099
3539.00,0.1100
3538.00,0.1100
3537.00,0.1099
3536.00,0.1099
3535.00,0.1099
3534.00,0.1098
3533.00,0.1098
3532.00,0.1098
3531.00,0.1098
3530.00,0.1098
3529.00,0.1098
3528.00,0.1097
3527.00,0.1096
3526.00,0.1096
3525.00,0.1095
3524.00,0.1095
3523.00,0.1094
3522.00,0.1093
3521.00,0.1093
3520.00,0.1093
3519.00,0.1093
3518.00,0.1094
3517.00,0.1095
3516.00,0.1096
3515.00,0.1096
3514.00,0.1096
3513.00,0.1096
3512.00,0.1095
3511.00,0.1094
3510.00,0.1093
3509.00,0.1092
3508.00,0.1091
3507.00,0.1089
3506.00,0.1088
3505.00,0.1088
3504.00,0.1088
3503.00,0.1088
3502.00,0.1087
3501.00,0.1087
3500.00,0.1087
3499.00,0.1086
3498.00,0.1086
3497.00,0.1085
3496.00,0.1085
3495.00,0.1085
3494.00,0.1085
3493.00,0.1085
3492.00,0.1086
3491.00,0.1086
3490.00,0.1086
3489.00,0.1086
3488.00,0.1086
3487.00,0.1086
3486.00,0.1086
3485.00,0.1085
3484.00,0.1085
3483.00,0.1085
3482.00,0.1085
3481.00,0.1085
3480.00,0.1086
3479.00,0.1086
3478.00,0.1086
3477.00,0.1087
3476.00,0.1087
3475.00,0.1087
3474.00,0.1087
3473.00,0.1087
3472.00,0.1087
3471.00,0.1086
3470.00,0.1086
3469.00,0.1086
3468.00,0.1085
3467.00,0.1086
3466.00,0.1086
3465.00,0.1086
3464.00,0.1086
3463.00,0.1086
3462.00,0.1086
3461.00,0.1086
3460.00,0.1087
3459.00,0.1087
3458.00,0.1086
3457.00,0.1086
3456.00,0.1086
3455.00,0.1086
3454.00,0.1085
3453.00,0.1085
3452.00,0.1085
3451.00,0.1084
3450.00,0.1084
3449.00,0.1084
3448.00,0.1084
3447.00,0.1084
3446.00,0.1084
3445.00,0.1084
3444.00,0.1084
3443.00,0.1084
3442.00,0.1084
3441.00,0.1083
3440.00,0.1083
3439.00,0.1083
3438.00,0.1082
3437.00,0.1082
3436.00,0.1082
3435.00,0.1082
3434.00,0.1082
3433.00,0.1082
3432.00,0.1082
3431.00,0.1081
3430.00,0.1081
3429.00,0.1081
3428.00,0.1081
3427.00,0.1081
3426.00,0.1081
3425.00,0.1082
3424.00,0.1083
3423.00,0.1085
3422.00,0.1086
3421.00,0.1088
3420.00,0.1089
3419.00,0.1090
3418.00,0.1091
3417.00,0.1091
3416.00,0.1091
3415.00,0.1090
3414.00,0.1089
3413.00,0.1088
3412.00,0.1087
3411.00,0.1086
3410.00,0.1085
3409.00,0.1084
3408.00,0.1084
3407.00,0.1083
3406.00,0.1083
3405.00,0.1082
3404.00,0.1082
3403.00,0.1082
3402.00,0.1082
3401.00,0.1082
3400.00,0.1082
3399.00,0.1083
3398.00,0.1083
3397.00,0.1083
3396.00,0.1083
3395.00,0.1083
3394.00,0.1083
3393.00,0.1083
3392.00,0.1082
3391.00,0.1082
3390.00,0.1082
3389.00,0.1081
3388.00,0.1081
3387.00,0.1081
3386.00,0.1080
3385.00,0.1080
3384.00,0.1080
3383.00,0.1079
3382.00,0.1079
3381.00,0.1079
3380.00,0.1079
3379.00,0.1079
3378.00,0.1080
3377.00,0.1080
3376.00,0.1080
3375.00,0.1080
3374.00,0.1080
3373.00,0.1080
3372.00,0.1080
3371.00,0.1080
3370.00,0.1080
3369.00,0.1081
3368.00,0.1082
3367.00,0.1082
3366.00,0.1083
3365.00,0.1083
3364.00,0.1084
3363.00,0.1084
3362.00,0.1084
3361.00,0.1084
3360.00,0.1083
3359.00,0.1083
3358.00,0.1083
3357.00,0.1083
3356.00,0.1082
3355.00,0.1082
3354.00,0.1081
3353.00,0.1081
3352.00,0.1081
3351.00,0.1080
3350.00,0.1080
3349.00,0.1080
3348.00,0.1079
3347.00,0.1079
3346.00,0.1079
3345.00,0.1079
3344.00,0.1079
3343.00,0.1078
3342.00,0.1078
3341.00,0.1078
3340.00,0.1078
3339.00,0.1078
3338.00,0.1078
3337.00,0.1079
3336.00,0.1079
3335.00,0.1079
3334.00,0.1079
3333.00,0.1079
3332.00,0.1079
3331.00,0.1079
3330.00,0.1079
3329.00,0.1079
3328.00,0.1079
3327.00,0.1079
3326.00,0.1079
3325.00,0.1079
3324.00,0.1079
3323.00,0.1079
3322.00,0.1079
3321.00,0.1079
3320.00,0.1079
3319.00,0.1079
3318.00,0.1079
3317.00,0.1078
3316.00,0.1078
3315.00,0.1078
3314.00,0.1078
3313.00,0.1078
3312.00,0.1078
3311.00,0.1077
3310.00,0.1077
3309.00,0.1077
3308.00,0.1077
3307.00,0.1077
3306.00,0.1077
3305.00,0.1078
3304.00,0.1078
3303.00,0.1078
3302.00,0.1078
3301.00,0.1079
3300.00,0.1079
3299.00,0.1079
3298.00,0.1079
3297.00,0.1078
3296.00,0.1078
3295.00,0.1078
3294.00,0.1078
3293.00,0.1078
3292.00,0.1078
3291.00,0.1079
3290.00,0.1079
3289.00,0.1079
3288.00,0.1079
3287.00,0.1078
3286.00,0.1078
3285.00,0.1078
3284.00,0.1078
3283.00,0.1078
3282.00,0.1077
3281.00,0.1077
3280.00,0.1077
3279.00,0.1077
3278.00,0.1077
3277.00,0.1076
3276.00,0.1076
3275.00,0.1076
3274.00,0.1076
3273.00,0.1076
3272.00,0.1077
3271.00,0.1077
3270.00,0.1077
3269.00,0.1078
3268.00,0.1078
3267.00,0.1079
3266.00,0.1079
3265.00,0.1079
3264.00,0.1079
3263.00,0.1078
3262.00,0.1078
3261.00,0.1077
3260.00,0.1076
3259.00,0.1075
3258.00,0.1074
3257.00,0.1074
3256.00,0.1074
3255.00,0.1073
3254.00,0.1073
3253.00,0.1073
3252.00,0.1073
3251.00,0.1073
3250.00,0.1073
3249.00,0.1073
3248.00,0.1073
3247.00,0.1073
3246.00,0.1073
3245.00,0.1073
3244.00,0.1073
3243.00,0.1073
3242.00,0.1073
3241.00,0.1072
3240.00,0.1072
3239.00,0.1072
3238.00,0.1071
3237.00,0.1071
3236.00,0.1071
3235.00,0.1070
3234.00,0.1070
3233.00,0.1069
3232.00,0.1069
3231.00,0.1069
3230.00,0.1069
3229.00,0.1069
3228.00,0.1070
3227.00,0.1071
3226.00,0.1072
3225.00,0.1074
3224.00,0.1077
3223.00,0.1082
3222.00,0.1088
3221.00,0.1096
3220.00,0.1104
3219.00,0.1109
3218.00,0.1112
3217.00,0.1112
3216.00,0.1108
3215.00,0.1103
3214.00,0.1098
3213.00,0.1093
3212.00,0.1088
3211.00,0.1085
3210.00,0.1082
3209.00,0.1080
3208.00,0.1078
3207.00,0.1076
3206.00,0.1075
3205.00,0.1074
3204.00,0.1073
3203.00,0.1072
3202.00,0.1071
3201.00,0.1071
3200.00,0.1070
3199.00,0.1070
3198.00,0.1070
3197.00,0.1070
3196.00,0.1070
3195.00,0.1069
3194.00,0.1069
3193.00,0.1069
3192.00,0.1070
3191.00,0.1071
3190.00,0.1073
3189.00,0.1075
3188.00,0.1077
3187.00,0.1079
3186.00,0.1079
3185.00,0.1079
3184.00,0.1078
3183.00,0.1077
3182.00,0.1076
3181.00,0.1075
3180.00,0.1074
3179.00,0.1073
3178.00,0.1073
3177.00,0.1073
3176.00,0.1073
3175.00,0.1074
3174.00,0.1075
3173.00,0.1078
3172.00,0.1081
3171.00,0.1084
3170.00,0.1087
3169.00,0.1088
3168.00,0.1088
3167.00,0.1085
3166.00,0.1082
3165.00,0.1079
3164.00,0.1076
3163.00,0.1074
3162.00,0.1073
3161.00,0.1072
3160.00,0.1071
3159.00,0.1071
3158.00,0.1070
3157.00,0.1069
3156.00,0.1069
3155.00,0.1068
3154.00,0.1067
3153.00,0.1067
3152.00,0.1066
3151.00,0.1066
3150.00,0.1066
3149.00,0.1067
3148.00,0.1067
3147.00,0.1067
3146.00,0.1066
3145.00,0.1066
3144.00,0.1065
3143.00,0.1065
3142.00,0.1064
3141.00,0.1064
3140.00,0.1064
3139.00,0.1064
3138.00,0.1064
3137.00,0.1064
3136.00,0.1064
3135.00,0.1064
3134.00,0.1064
3133.00,0.1063
3132.00,0.1063
3131.00,0.1063
3130.00,0.1064
3129.00,0.1064
3128.00,0.1064
3127.00,0.1063
3126.00,0.1061
3125.00,0.1059
3124.00,0.1057
3123.00,0.1055
3122.00,0.1053
3121.00,0.1052
3120.00,0.1052
3119.00,0.1051
3118.00,0.1051
3117.00,0.1050
3116.00,0.1050
3115.00,0.1050
3114.00,0.1050
3113.00,0.1049
3112.00,0.1049
3111.00,0.1048
3110.00,0.1048
3109.00,0.1048
3108.00,0.1048
3107.00,0.1049
3106.00,0.1050
3105.00,0.1053
3104.00,0.1056
3103.00,0.1062
3102.00,0.1070
3101.00,0.1082
3100.00,0.1098
3099.00,0.1117
3098.00,0.1138
3097.00,0.1154
3096.00,0.1163
3095.00,0.1164
3094.00,0.1161
3093.00,0.1158
3092.00,0.1162
3091.00,0.1176
3090.00,0.1202
3089.00,0.1234
3088.00,0.1264
3087.00,0.1285
3086.00,0.1295
3085.00,0.1296
3084.00,0.1290
3083.00,0.1280
3082.00,0.1265
3081.00,0.1246
3080.00,0.1224
3079.00,0.1201
3078.00,0.1179
3077.00,0.1160
3076.00,0.1144
3075.00,0.1131
3074.00,0.1122
3073.00,0.1120
3072.00,0.1128
3071.00,0.1148
3070.00,0.1179
3069.00,0.1215
3068.00,0.1255
3067.00,0.1306
3066.00,0.1382
3065.00,0.1491
3064.00,0.1619
3063.00,0.1737
3062.00,0.1813
3061.00,0.1837
3060.00,0.1825
3059.00,0.1803
3058.00,0.1790
3057.00,0.1795
3056.00,0.1818
3055.00,0.1851
3054.00,0.1892
3053.00,0.1944
3052.00,0.2006
3051.00,0.2072
3050.00,0.2121
3049.00,0.2130
3048.00,0.2086
3047.00,0.1998
3046.00,0.1891
3045.00,0.1788
3044.00,0.1706
3043.00,0.1648
3042.00,0.1609
3041.00,0.1578
3040.00,0.1547
3039.00,0.1510
3038.00,0.1470
3037.00,0.1435
3036.00,0.1414
3035.00,0.1417
3034.00,0.1446
3033.00,0.1496
3032.00,0.1557
3031.00,0.1613
3030.00,0.1653
3029.00,0.1671
3028.00,0.1668
3027.00,0.1649
3026.00,0.1618
3025.00,0.1583
3024.00,0.1549
3023.00,0.1518
3022.00,0.1492
3021.00,0.1467
3020.00,0.1442
3019.00,0.1417
3018.00,0.1392
3017.00,0.1370
3016.00,0.1351
3015.00,0.1337
3014.00,0.1326
3013.00,0.1319
3012.00,0.1315
3011.00,0.1314
3010.00,0.1319
3009.00,0.1330
3008.00,0.1352
3007.00,0.1386
3006.00,0.1429
3005.00,0.1473
3004.00,0.1507
3003.00,0.1522
3002.00,0.1515
3001.00,0.1492
3000.00,0.1460
2999.00,0.1428
2998.00,0.1400
2997.00,0.1376
2996.00,0.1357
2995.00,0.1340
2994.00,0.1326
2993.00,0.1313
2992.00,0.1301
2991.00,0.1290
2990.00,0.1280
2989.00,0.1271
2988.00,0.1264
2987.00,0.1259
2986.00,0.1255
2985.00,0.1252
2984.00,0.1250
2983.00,0.1248
2982.00,0.1245
2981.00,0.1242
2980.00,0.1239
2979.00,0.1236
2978.00,0.1232
2977.00,0.1228
2976.00,0.1225
2975.00,0.1222
2974.00,0.1221
2973.00,0.1222
2972.00,0.1226
2971.00,0.1231
2970.00,0.1238
2969.00,0.1246
2968.00,0.1255
2967.00,0.1264
2966.00,0.1273
2965.00,0.1280
2964.00,0.1283
2963.00,0.1282
2962.00,0.1277
2961.00,0.1271
2960.00,0.1264
2959.00,0.1258
2958.00,0.1253
2957.00,0.1251
2956.00,0.1251
2955.00,0.1251
2954.00,0.1252
2953.00,0.1251
2952.00,0.1249
2951.00,0.1247
2950.00,0.1247
2949.00,0.1251
2948.00,0.1258
2947.00,0.1263
2946.00,0.1264
2945.00,0.1259
2944.00,0.1250
2943.00,0.1240
2942.00,0.1230
2941.00,0.1223
2940.00,0.1219
2939.00,0.1218
2938.00,0.1219
2937.00,0.1223
2936.00,0.1227
2935.00,0.1229
2934.00,0.1230
2933.00,0.1228
2932.00,0.1224
2931.00,0.1220
2930.00,0.1217
2929.00,0.1215
2928.00,0.1215
2927.00,0.1215
2926.00,0.1216
2925.00,0.1215
2924.00,0.1212
2923.00,0.1207
2922.00,0.1200
2921.00,0.1193
2920.00,0.1186
2919.00,0.1181
2918.00,0.1176
2917.00,0.1172
2916.00,0.1168
2915.00,0.1165
2914.00,0.1162
2913.00,0.1160
2912.00,0.1158
2911.00,0.1156
2910.00,0.1154
2909.00,0.1152
2908.00,0.1150
2907.00,0.1149
2906.00,0.1148
2905.00,0.1147
2904.00,0.1147
2903.00,0.1148
2902.00,0.1149
2901.00,0.1150
2900.00,0.1151
2899.00,0.1152
2898.00,0.1152
2897.00,0.1152
2896.00,0.1150
2895.00,0.1148
2894.00,0.1146
2893.00,0.1145
2892.00,0.1144
2891.00,0.1144
2890.00,0.1143
2889.00,0.1143
2888.00,0.1144
2887.00,0.1145
2886.00,0.1147
2885.00,0.1148
2884.00,0.1148
2883.00,0.1147
2882.00,0.1145
2881.00,0.1144
2880.00,0.1142
2879.00,0.1140
2878.00,0.1139
2877.00,0.1138
2876.00,0.1137
2875.00,0.1136
2874.00,0.1135
2873.00,0.1134
2872.00,0.1134
2871.00,0.1134
2870.00,0.1133
2869.00,0.1133
2868.00,0.1132
2867.00,0.1131
2866.00,0.1130
2865.00,0.1129
2864.00,0.1129
2863.00,0.1128
2862.00,0.1127
2861.00,0.1127
2860.00,0.1127
2859.00,0.1128
2858.00,0.1129
2857.00,0.1131
2856.00,0.1132
2855.00,0.1134
2854.00,0.1136
2853.00,0.1139
2852.00,0.1142
2851.00,0.1145
2850.00,0.1149
2849.00,0.1153
2848.00,0.1155
2847.00,0.1157
2846.00,0.1157
2845.00,0.1157
2844.00,0.1155
2843.00,0.1152
2842.00,0.1149
2841.00,0.1146
2840.00,0.1144
2839.00,0.1144
2838.00,0.1147
2837.00,0.1151
2836.00,0.1156
2835.00,0.1159
2834.00,0.1159
2833.00,0.1157
2832.00,0.1152
2831.00,0.1147
2830.00,0.1143
2829.00,0.1139
2828.00,0.1135
2827.00,0.1133
2826.00,0.1131
2825.00,0.1129
2824.00,0.1128
2823.00,0.1127
2822.00,0.1127
2821.00,0.1126
2820.00,0.1126
2819.00,0.1126
2818.00,0.1125
2817.00,0.1124
2816.00,0.1123
2815.00,0.1122
2814.00,0.1122
2813.00,0.1121
2812.00,0.1121
2811.00,0.1121
2810.00,0.1121
2809.00,0.1122
2808.00,0.1122
2807.00,0.1123
2806.00,0.1123
2805.00,0.1123
2804.00,0.1122
2803.00,0.1121
2802.00,0.1119
2801.00,0.1118
2800.00,0.1117
2799.00,0.1116
2798.00,0.1115
2797.00,0.1114
2796.00,0.1114
2795.00,0.1114
2794.00,0.1113
2793.00,0.1114
2792.00,0.1114
2791.00,0.1115
2790.00,0.1117
2789.00,0.1118
2788.00,0.1120
2787.00,0.1121
2786.00,0.1121
2785.00,0.1121
2784.00,0.1120
2783.00,0.1119
2782.00,0.1118
2781.00,0.1116
2780.00,0.1115
2779.00,0.1113
2778.00,0.1111
2777.00,0.1109
2776.00,0.1107
2775.00,0.1106
2774.00,0.1105
2773.00,0.1105
2772.00,0.1106
2771.00,0.1106
2770.00,0.1106
2769.00,0.1106
2768.00,0.1106
2767.00,0.1106
2766.00,0.1106
2765.00,0.1106
2764.00,0.1106
2763.00,0.1106
2762.00,0.1106
2761.00,0.1107
2760.00,0.1108
2759.00,0.1109
2758.00,0.1110
2757.00,0.1112
2756.00,0.1114
2755.00,0.1115
2754.00,0.1116
2753.00,0.1116
2752.00,0.1116
2751.00,0.1116
2750.00,0.1115
2749.00,0.1114
2748.00,0.1114
2747.00,0.1113
2746.00,0.1113
2745.00,0.1114
2744.00,0.1116
2743.00,0.1119
2742.00,0.1122
2741.00,0.1123
2740.00,0.1123
2739.00,0.1122
2738.00,0.1122
2737.00,0.1121
2736.00,0.1121
2735.00,0.1122
2734.00,0.1124
2733.00,0.1125
2732.00,0.1126
2731.00,0.1127
2730.00,0.1126
2729.00,0.1125
2728.00,0.1123
2727.00,0.1120
2726.00,0.1118
2725.00,0.1115
2724.00,0.1114
2723.00,0.1112
2722.00,0.1112
2721.00,0.1112
2720.00,0.1112
2719.00,0.1114
2718.00,0.1116
2717.00,0.1119
2716.00,0.1121
2715.00,0.1122
2714.00,0.1121
2713.00,0.1120
2712.00,0.1118
2711.00,0.1115
2710.00,0.1114
2709.00,0.1112
2708.00,0.1111
2707.00,0.1110
2706.00,0.1109
2705.00,0.1109
2704.00,0.1108
2703.00,0.1107
2702.00,0.1106
2701.00,0.1105
2700.00,0.1105
2699.00,0.1104
2698.00,0.1103
2697.00,0.1103
2696.00,0.1102
2695.00,0.1102
2694.00,0.1101
2693.00,0.1101
2692.00,0.1100
2691.00,0.1100
2690.00,0.1100
2689.00,0.1100
2688.00,0.1100
2687.00,0.1100
2686.00,0.1100
2685.00,0.1100
2684.00,0.1100
2683.00,0.1100
2682.00,0.1100
2681.00,0.1100
2680.00,0.1100
2679.00,0.1100
2678.00,0.1100
2677.00,0.1101
2676.00,0.1102
2675.00,0.1104
2674.00,0.1105
2673.00,0.1106
2672.00,0.1107
2671.00,0.1108
2670.00,0.1109
2669.00,0.1109
2668.00,0.1109
2667.00,0.1109
2666.00,0.1108
2665.00,0.1108
2664.00,0.1107
2663.00,0.1106
2662.00,0.1105
2661.00,0.1104
2660.00,0.1104
2659.00,0.1103
2658.00,0.1103
2657.00,0.1103
2656.00,0.1104
2655.00,0.1105
2654.00,0.1106
2653.00,0.1108
2652.00,0.1110
2651.00,0.1110
2650.00,0.1109
2649.00,0.1107
2648.00,0.1103
2647.00,0.1100
2646.00,0.1098
2645.00,0.1095
2644.00,0.1094
2643.00,0.1093
2642.00,0.1092
2641.00,0.1091
2640.00,0.1091
2639.00,0.1091
2638.00,0.1091
2637.00,0.1092
2636.00,0.1093
2635.00,0.1095
2634.00,0.1097
2633.00,0.1097
2632.00,0.1097
2631.00,0.1096
2630.00,0.1094
2629.00,0.1093
2628.00,0.1091
2627.00,0.1089
2626.00,0.1088
2625.00,0.1086
2624.00,0.1085
2623.00,0.1084
2622.00,0.1083
2621.00,0.1082
2620.00,0.1081
2619.00,0.1081
2618.00,0.1080
2617.00,0.1080
2616.00,0.1080
2615.00,0.1079
2614.00,0.1078
2613.00,0.1078
2612.00,0.1077
2611.00,0.1077
2610.00,0.1078
