Frequency (Hz),FFT Magnitude (dB)
763.76,-86.853
764.43,-84.076
765.10,-86.140
765.77,-86.154
766.45,-86.596
767.12,-85.046
767.79,-84.863
768.47,-86.541
769.14,-87.031
769.81,-85.560
770.48,-79.865
771.16,-79.748
771.83,-85.463
772.50,-86.643
773.18,-86.718
773.85,-86.087
774.52,-86.907
775.20,-86.567
775.87,-86.308
776.54,-86.990
777.21,-87.210
777.89,-87.040
778.56,-88.068
779.23,-85.517
779.91,-85.594
780.58,-85.353
781.25,-86.352
781.92,-86.906
782.60,-85.828
783.27,-85.503
783.94,-86.872
784.62,-85.828
785.29,-87.947
785.96,-87.131
786.63,-86.295
787.31,-86.823
787.98,-86.676
788.65,-86.123
789.33,-85.867
790.00,-86.479
790.67,-86.193
791.35,-86.370
792.02,-86.516
792.69,-87.542
793.36,-87.967
794.04,-86.653
794.71,-87.347
795.38,-86.330
796.06,-84.380
796.73,-77.817
797.40,-81.257
798.07,-87.221
798.75,-87.160
799.42,-88.083
800.09,-87.427
800.77,-85.840
801.44,-86.298
802.11,-86.174
802.78,-86.962
803.46,-87.927
804.13,-85.113
804.80,-85.692
805.48,-85.751
806.15,-86.328
806.82,-86.398
807.50,-87.943
808.17,-86.300
808.84,-87.883
809.51,-87.864
810.19,-86.341
810.86,-86.603
811.53,-87.685
812.21,-87.421
812.88,-87.909
813.55,-87.240
814.22,-87.605
814.90,-86.313
815.57,-88.093
816.24,-87.253
816.92,-87.064
817.59,-87.384
818.26,-86.764
818.93,-86.982
819.61,-87.081
820.28,-86.370
820.95,-86.079
821.63,-86.967
822.30,-86.648
822.97,-88.068
823.65,-85.548
824.32,-86.394
824.99,-88.257
825.66,-87.218
826.34,-86.392
827.01,-87.341
827.68,-86.187
828.36,-87.199
829.03,-86.440
829.70,-88.577
830.37,-86.941
831.05,-87.855
831.72,-86.541
832.39,-86.792
833.07,-87.577
833.74,-87.512
834.41,-88.461
835.08,-87.293
835.76,-87.021
836.43,-87.475
837.10,-86.642
837.78,-88.446
838.45,-88.160
839.12,-86.131
839.79,-86.339
840.47,-86.951
841.14,-85.374
841.81,-87.161
842.49,-86.396
843.16,-87.166
843.83,-87.795
844.51,-87.787
845.18,-86.234
845.85,-87.510
846.52,-86.940
847.20,-87.325
847.87,-87.589
848.54,-87.525
849.22,-86.202
849.89,-87.401
850.56,-87.297
851.23,-86.134
851.91,-88.171
852.58,-87.548
853.25,-88.946
853.93,-87.200
854.60,-86.867
855.27,-88.290
855.94,-86.022
856.62,-87.965
857.29,-87.664
857.96,-87.917
858.64,-87.088
859.31,-88.556
859.98,-87.018
860.66,-87.001
861.33,-87.513
862.00,-87.823
862.67,-88.599
863.35,-89.607
864.02,-87.129
864.69,-86.761
865.37,-86.776
866.04,-87.469
866.71,-85.838
867.38,-87.078
868.06,-86.546
868.73,-87.720
869.40,-88.508
870.08,-88.319
870.75,-87.964
871.42,-87.371
872.09,-87.769
872.77,-88.116
873.44,-88.336
874.11,-87.180
874.79,-88.291
875.46,-89.639
876.13,-87.827
876.81,-87.450
877.48,-86.899
878.15,-86.471
878.82,-87.407
879.50,-86.726
880.17,-87.009
880.84,-88.424
881.52,-87.623
882.19,-86.998
882.86,-87.382
883.53,-86.046
884.21,-88.376
884.88,-88.404
885.55,-88.412
886.23,-87.503
886.90,-87.661
887.57,-87.679
888.24,-87.593
888.92,-87.798
889.59,-87.660
890.26,-86.573
890.94,-86.361
891.61,-86.839
892.28,-86.565
892.96,-86.644
893.63,-86.708
894.30,-86.779
894.97,-86.618
895.65,-86.907
896.32,-86.052
896.99,-86.646
897.67,-87.167
898.34,-87.896
899.01,-85.367
899.68,-86.891
900.36,-87.562
901.03,-87.066
901.70,-87.152
902.38,-86.378
903.05,-86.833
903.72,-86.614
904.39,-86.377
905.07,-87.525
905.74,-86.992
906.41,-85.742
907.09,-86.356
907.76,-86.408
908.43,-86.460
909.10,-87.769
909.78,-86.883
910.45,-87.612
911.12,-87.950
911.80,-87.697
912.47,-87.870
913.14,-87.403
913.82,-86.282
914.49,-87.037
915.16,-88.425
915.83,-87.089
916.51,-87.367
917.18,-86.718
917.85,-87.185
918.53,-88.104
919.20,-86.595
919.87,-87.594
920.54,-87.512
921.22,-86.237
921.89,-86.706
922.56,-86.767
923.24,-86.482
923.91,-85.435
924.58,-87.775
925.25,-87.158
925.93,-85.700
926.60,-88.299
927.27,-86.060
927.95,-85.335
928.62,-84.782
929.29,-83.301
929.97,-83.744
930.64,-86.083
931.31,-86.103
931.98,-86.450
932.66,-86.275
933.33,-87.021
934.00,-86.794
934.68,-85.280
935.35,-86.104
936.02,-87.279
936.69,-85.096
937.37,-86.719
938.04,-86.093
938.71,-86.769
939.39,-85.848
940.06,-87.376
940.73,-85.967
941.40,-86.624
942.08,-85.808
942.75,-84.523
943.42,-86.600
944.10,-84.892
944.77,-85.550
945.44,-85.004
946.12,-86.480
946.79,-87.190
947.46,-86.006
948.13,-86.103
948.81,-86.140
949.48,-86.982
950.15,-85.319
950.83,-86.302
951.50,-86.072
952.17,-85.572
952.84,-85.474
953.52,-85.549
954.19,-85.391
954.86,-85.883
955.54,-86.179
956.21,-85.416
956.88,-84.117
957.55,-85.431
958.23,-85.551
958.90,-86.730
959.57,-87.049
960.25,-85.646
960.92,-86.700
961.59,-86.064
962.27,-86.058
962.94,-85.453
963.61,-85.483
964.28,-84.400
964.96,-83.746
965.63,-87.082
966.30,-86.906
966.98,-85.025
967.65,-85.228
968.32,-85.782
968.99,-85.873
969.67,-85.796
970.34,-84.704
971.01,-85.442
971.69,-84.957
972.36,-85.355
973.03,-83.877
973.70,-86.002
974.38,-85.773
975.05,-85.401
975.72,-83.668
976.40,-84.769
977.07,-83.873
977.74,-84.755
978.41,-84.839
979.09,-85.050
979.76,-84.921
980.43,-84.799
981.11,-85.078
981.78,-83.433
982.45,-84.715
983.13,-84.322
983.80,-85.043
984.47,-84.814
985.14,-84.534
985.82,-84.644
986.49,-85.345
987.16,-83.835
987.84,-84.226
988.51,-83.762
989.18,-84.131
989.85,-84.523
990.53,-83.783
991.20,-83.415
991.87,-85.520
992.55,-83.681
993.22,-84.732
993.89,-85.123
994.56,-82.253
995.24,-82.839
995.91,-83.567
996.58,-85.355
997.26,-83.852
997.93,-85.075
998.60,-84.208
999.28,-84.158
999.95,-83.481
1000.62,-84.557
1001.29,-84.140
1001.97,-84.529
1002.64,-82.890
1003.31,-84.205
1003.99,-83.018
1004.66,-82.242
1005.33,-83.888
1006.00,-84.539
1006.68,-84.696
1007.35,-83.884
1008.02,-83.438
1008.70,-83.433
1009.37,-82.581
1010.04,-83.106
1010.71,-80.016
1011.39,-82.284
1012.06,-82.939
1012.73,-82.215
1013.41,-82.206
1014.08,-82.378
1014.75,-81.301
1015.43,-82.561
1016.10,-83.658
1016.77,-81.793
1017.44,-83.727
1018.12,-81.635
1018.79,-83.521
1019.46,-82.512
1020.14,-81.938
1020.81,-82.432
1021.48,-82.100
1022.15,-80.607
1022.83,-81.179
1023.50,-81.609
1024.17,-81.329
1024.85,-81.327
1025.52,-82.218
1026.19,-81.253
1026.86,-80.674
1027.54,-82.300
1028.21,-82.405
1028.88,-81.882
1029.56,-82.180
1030.23,-80.905
1030.90,-80.353
1031.58,-79.918
1032.25,-82.395
1032.92,-82.564
1033.59,-81.936
