Frequency (Hz),FFT Magnitude (dB)
0.00,-120.000
0.67,-91.142
1.35,-91.328
2.02,-90.606
2.69,-90.160
3.36,-90.116
4.04,-89.483
4.71,-89.263
5.38,-86.219
6.06,-86.563
6.73,-87.940
7.40,-87.842
8.07,-86.403
8.75,-85.551
9.42,-83.406
10.09,-81.549
10.77,-79.518
11.44,-81.124
12.11,-81.872
12.79,-79.752
13.46,-79.817
14.13,-79.746
14.80,-77.564
15.48,-77.210
16.15,-77.214
16.82,-81.967
17.50,-81.587
18.17,-81.847
18.84,-79.682
19.51,-79.267
20.19,-79.705
20.86,-80.901
21.53,-82.790
22.21,-81.778
22.88,-82.122
23.55,-80.315
24.22,-80.815
24.90,-78.112
25.57,-77.065
26.24,-71.761
26.92,-72.782
27.59,-73.473
28.26,-69.098
28.94,-62.963
29.61,-68.850
30.28,-73.682
30.95,-72.455
31.63,-64.152
32.30,-71.233
32.97,-71.287
33.65,-69.802
34.32,-65.914
34.99,-65.441
35.66,-70.104
36.34,-71.322
37.01,-72.625
37.68,-71.922
38.36,-66.867
39.03,-60.742
39.70,-68.143
40.37,-73.006
41.05,-74.473
41.72,-74.347
42.39,-72.213
43.07,-71.172
43.74,-70.758
44.41,-73.355
45.09,-71.573
45.76,-74.302
46.43,-77.552
47.10,-75.704
47.78,-72.972
48.45,-74.455
49.12,-74.879
49.80,-72.808
50.47,-71.801
51.14,-72.182
51.81,-67.848
52.49,-71.884
53.16,-72.760
53.83,-74.089
54.51,-72.985
55.18,-73.653
55.85,-74.172
56.52,-74.542
57.20,-75.027
57.87,-70.134
58.54,-67.002
59.22,-67.971
59.89,-74.870
60.56,-75.485
61.24,-73.737
61.91,-73.764
62.58,-74.795
63.25,-69.821
63.93,-71.270
64.60,-73.059
65.27,-73.828
65.95,-72.585
66.62,-74.169
67.29,-71.824
67.96,-69.191
68.64,-70.800
69.31,-69.340
69.98,-71.777
70.66,-73.121
71.33,-73.820
72.00,-74.678
72.67,-74.112
73.35,-76.006
74.02,-75.050
74.69,-75.124
75.37,-75.010
76.04,-75.595
76.71,-76.037
77.38,-74.678
78.06,-74.808
78.73,-74.355
79.40,-73.288
80.08,-71.431
80.75,-72.135
81.42,-73.730
82.10,-75.194
82.77,-75.047
83.44,-75.570
84.11,-75.050
84.79,-75.753
85.46,-75.233
86.13,-74.521
86.81,-74.466
87.48,-75.378
88.15,-74.054
88.82,-67.773
89.50,-72.407
90.17,-73.185
90.84,-71.269
91.52,-72.243
92.19,-71.513
92.86,-71.884
93.53,-65.373
94.21,-71.632
94.88,-75.219
95.55,-74.094
96.23,-74.724
96.90,-75.065
97.57,-74.363
98.25,-73.193
98.92,-73.285
99.59,-74.967
100.26,-74.438
100.94,-74.363
101.61,-72.554
102.28,-72.367
102.96,-71.836
103.63,-70.800
104.30,-69.780
104.97,-69.578
105.65,-69.377
106.32,-68.237
106.99,-69.503
107.67,-69.097
108.34,-69.251
109.01,-69.699
109.68,-70.359
110.36,-69.731
111.03,-68.437
111.70,-67.905
112.38,-67.854
113.05,-63.400
113.72,-67.026
114.40,-67.506
115.07,-67.785
115.74,-67.888
116.41,-67.368
117.09,-66.573
117.76,-64.120
118.43,-60.961
119.11,-57.132
119.78,-46.377
120.45,-50.424
121.12,-58.583
121.80,-62.021
122.47,-61.175
123.14,-64.572
123.82,-67.482
124.49,-68.840
125.16,-69.157
125.83,-68.826
126.51,-68.736
127.18,-68.188
127.85,-63.583
128.53,-67.599
129.20,-67.346
129.87,-66.484
130.55,-65.074
131.22,-62.519
131.89,-58.763
132.56,-50.199
133.24,-48.033
133.91,-55.759
134.58,-61.807
135.26,-64.641
135.93,-66.582
136.60,-68.183
137.27,-68.957
137.95,-69.570
138.62,-69.309
139.29,-69.405
139.97,-69.117
140.64,-67.455
141.31,-68.746
141.98,-69.423
142.66,-68.309
143.33,-69.178
144.00,-69.916
144.68,-68.729
145.35,-69.785
146.02,-69.484
146.69,-67.715
147.37,-66.878
148.04,-65.371
148.71,-61.594
149.39,-65.958
150.06,-65.060
150.73,-65.656
151.41,-64.194
152.08,-64.836
152.75,-65.146
153.42,-65.068
154.10,-65.589
154.77,-67.314
155.44,-67.012
156.12,-68.386
156.79,-69.152
157.46,-70.082
158.13,-69.023
158.81,-69.033
159.48,-59.182
160.15,-68.068
160.83,-69.812
161.50,-70.144
162.17,-69.018
162.84,-70.435
163.52,-69.651
164.19,-70.375
164.86,-68.042
165.54,-69.188
166.21,-68.534
166.88,-70.180
167.56,-70.791
168.23,-70.101
168.90,-69.438
169.57,-70.904
170.25,-71.015
170.92,-72.018
171.59,-71.438
172.27,-72.459
172.94,-69.914
173.61,-71.040
174.28,-73.709
174.96,-75.403
175.63,-74.422
176.30,-74.382
176.98,-73.625
177.65,-71.378
178.32,-72.371
178.99,-73.268
179.67,-71.885
180.34,-71.899
181.01,-74.526
181.69,-73.839
182.36,-74.516
183.03,-74.330
183.71,-72.867
184.38,-72.830
185.05,-72.120
185.72,-71.720
186.40,-70.689
187.07,-71.012
187.74,-71.303
188.42,-72.489
189.09,-71.682
189.76,-70.506
190.43,-71.639
191.11,-73.691
191.78,-73.471
192.45,-75.407
193.13,-74.339
193.80,-74.971
194.47,-76.080
195.14,-75.704
195.82,-76.730
196.49,-75.325
197.16,-77.048
197.84,-76.148
198.51,-76.367
199.18,-76.676
199.86,-71.285
200.53,-77.259
201.20,-77.258
201.87,-78.285
202.55,-76.456
203.22,-76.142
203.89,-76.719
204.57,-74.779
205.24,-74.682
205.91,-75.627
206.58,-77.133
207.26,-76.131
207.93,-61.783
208.60,-75.670
209.28,-76.706
209.95,-76.463
210.62,-76.729
211.29,-75.717
211.97,-76.196
212.64,-73.782
213.31,-72.990
213.99,-74.046
214.66,-75.123
215.33,-74.763
216.00,-76.298
216.68,-78.000
217.35,-79.299
218.02,-78.421
218.70,-79.042
219.37,-79.087
220.04,-76.831
220.72,-74.523
221.39,-75.458
222.06,-75.111
222.73,-75.031
223.41,-75.302
224.08,-76.664
224.75,-75.690
225.43,-74.951
226.10,-74.499
226.77,-75.525
227.44,-77.260
228.12,-78.523
228.79,-78.681
229.46,-77.661
230.14,-77.050
230.81,-76.708
231.48,-76.579
232.15,-76.441
232.83,-77.571
233.50,-76.778
234.17,-76.621
234.85,-77.961
235.52,-78.540
236.19,-75.325
236.87,-74.811
237.54,-72.129
238.21,-72.729
238.88,-68.223
239.56,-65.495
240.23,-60.758
240.90,-72.001
241.58,-71.885
242.25,-72.815
242.92,-73.439
243.59,-74.360
244.27,-76.580
244.94,-78.289
245.61,-78.175
246.29,-79.580
246.96,-78.730
247.63,-77.913
248.30,-76.988
248.98,-77.475
249.65,-76.470
250.32,-73.638
251.00,-73.857
251.67,-74.450
252.34,-73.330
253.02,-68.033
253.69,-74.228
254.36,-75.678
255.03,-76.384
255.71,-76.989
256.38,-78.698
257.05,-79.045
257.73,-79.895
258.40,-79.069
259.07,-79.540
259.74,-79.160
260.42,-78.806
261.09,-78.856
261.76,-79.621
262.44,-80.589
263.11,-80.477
263.78,-81.249
264.45,-82.349
265.13,-82.574
265.80,-75.610
266.47,-81.007
267.15,-73.383
267.82,-79.626
268.49,-81.792
269.17,-81.297
269.84,-80.303
270.51,-80.347
271.18,-79.881
271.86,-81.086
272.53,-81.345
273.20,-81.429
273.88,-81.897
274.55,-83.074
275.22,-83.637
275.89,-82.872
276.57,-82.890
277.24,-84.229
277.91,-82.325
278.59,-79.329
279.26,-75.588
279.93,-75.593
280.60,-78.363
281.28,-80.560
281.95,-80.637
282.62,-80.992
283.30,-81.421
283.97,-83.630
284.64,-83.513
285.31,-84.089
285.99,-84.323
286.66,-83.232
287.33,-81.061
288.01,-82.667
288.68,-83.119
289.35,-82.692
290.03,-83.052
290.70,-83.027
291.37,-82.568
292.04,-82.631
292.72,-81.303
293.39,-80.805
294.06,-82.604
294.74,-82.614
295.41,-81.574
296.08,-80.372
296.75,-81.099
297.43,-80.555
298.10,-81.158
298.77,-83.473
299.45,-81.532
300.12,-81.069
300.79,-81.680
301.46,-79.379
302.14,-81.529
302.81,-81.900
303.48,-80.935
304.16,-80.613
304.83,-79.358
305.50,-79.374
306.18,-79.943
306.85,-81.762
307.52,-80.732
308.19,-82.557
308.87,-81.828
309.54,-80.590
310.21,-82.316
310.89,-80.510
311.56,-80.461
312.23,-80.518
312.90,-81.473
313.58,-82.763
314.25,-84.218
314.92,-83.438
315.60,-83.890
316.27,-84.227
316.94,-82.248
317.61,-83.511
318.29,-83.075
318.96,-82.476
319.63,-83.406
320.31,-84.591
320.98,-84.808
321.65,-83.084
322.33,-84.092
323.00,-83.261
323.67,-83.616
324.34,-84.945
325.02,-83.445
325.69,-83.252
326.36,-83.181
327.04,-83.735
327.71,-82.765
328.38,-84.130
329.05,-83.795
329.73,-83.163
330.40,-81.554
331.07,-81.997
331.75,-83.231
332.42,-82.189
333.09,-84.165
333.76,-82.836
334.44,-83.167
335.11,-84.821
335.78,-83.989
336.46,-84.287
337.13,-83.901
337.80,-85.364
338.48,-84.415
339.15,-85.153
339.82,-85.375
340.49,-84.543
341.17,-85.221
341.84,-84.066
342.51,-85.206
343.19,-85.351
343.86,-84.591
344.53,-84.608
345.20,-83.432
345.88,-81.466
346.55,-84.516
347.22,-83.810
347.90,-84.191
348.57,-83.707
349.24,-83.429
349.91,-81.946
350.59,-82.029
351.26,-83.555
351.93,-84.013
352.61,-83.734
353.28,-84.949
353.95,-84.082
354.62,-83.468
355.30,-83.094
355.97,-81.507
356.64,-77.134
357.32,-83.547
357.99,-84.039
358.66,-83.017
359.34,-81.131
360.01,-78.953
360.68,-79.022
361.35,-80.502
362.03,-80.608
362.70,-81.778
363.37,-81.042
364.05,-80.061
364.72,-80.359
365.39,-79.756
366.06,-80.192
366.74,-80.016
367.41,-82.054
368.08,-81.515
368.76,-81.587
369.43,-80.348
370.10,-80.045
370.77,-80.394
371.45,-79.659
372.12,-76.198
372.79,-80.544
373.47,-81.981
374.14,-81.744
374.81,-82.861
375.49,-82.125
376.16,-83.075
376.83,-83.320
377.50,-82.595
378.18,-82.567
378.85,-82.395
379.52,-81.772
380.20,-79.774
380.87,-81.405
381.54,-81.217
382.21,-79.639
382.89,-80.163
383.56,-80.060
384.23,-78.551
384.91,-80.532
385.58,-84.185
386.25,-84.178
386.92,-83.556
387.60,-82.479
388.27,-82.506
388.94,-82.677
389.62,-81.669
390.29,-84.504
390.96,-84.761
391.64,-82.618
392.31,-81.289
392.98,-81.100
393.65,-79.089
394.33,-78.881
395.00,-78.502
395.67,-78.847
396.35,-78.409
397.02,-77.182
397.69,-78.388
398.36,-74.004
399.04,-70.121
399.71,-78.440
400.38,-80.809
401.06,-81.391
401.73,-81.816
402.40,-82.179
403.07,-82.440
403.75,-84.740
404.42,-83.354
405.09,-82.608
405.77,-83.810
406.44,-83.479
407.11,-82.826
407.79,-82.973
408.46,-83.151
409.13,-83.983
409.80,-85.229
410.48,-83.506
411.15,-83.110
411.82,-83.191
412.50,-82.074
413.17,-82.961
413.84,-82.836
414.51,-83.133
415.19,-81.972
415.86,-82.644
416.53,-83.514
417.21,-82.407
417.88,-82.119
418.55,-81.963
419.22,-82.878
419.90,-81.155
420.57,-82.924
421.24,-81.573
421.92,-81.792
422.59,-81.243
423.26,-81.118
