Frequency (Hz),FFT Magnitude (dB)
0.00,-120.000
0.49,-95.627
0.98,-95.452
1.46,-95.227
1.95,-94.328
2.44,-94.111
2.93,-93.278
3.42,-92.303
3.91,-93.455
4.39,-92.825
4.88,-90.240
5.37,-87.486
5.86,-88.355
6.35,-89.684
6.84,-90.446
7.32,-89.852
7.81,-89.597
8.30,-89.319
8.79,-87.360
9.28,-86.413
9.77,-83.542
10.25,-82.005
10.74,-81.051
11.23,-81.845
11.72,-82.040
12.21,-84.465
12.70,-82.906
13.18,-79.178
13.67,-80.486
14.16,-80.449
14.65,-80.263
15.14,-78.093
15.62,-78.253
16.11,-76.921
16.60,-82.960
17.09,-83.678
17.58,-83.522
18.07,-82.212
18.55,-79.885
19.04,-81.436
19.53,-80.764
20.02,-80.100
20.51,-78.344
21.00,-83.924
21.48,-82.930
21.97,-82.233
22.46,-81.958
22.95,-83.472
23.44,-80.621
23.93,-79.647
24.41,-78.750
24.90,-77.065
25.39,-77.290
25.88,-77.178
26.37,-72.424
26.86,-74.855
27.34,-74.006
27.83,-74.465
28.32,-70.484
28.81,-61.214
29.30,-68.931
29.79,-63.767
30.27,-72.534
30.76,-75.068
31.25,-75.384
31.74,-71.499
32.23,-73.983
32.71,-74.223
33.20,-71.694
33.69,-72.842
34.18,-71.390
34.67,-61.670
35.16,-69.697
35.64,-71.806
36.13,-71.522
36.62,-74.904
37.11,-75.982
37.60,-74.933
38.09,-76.874
38.57,-76.135
39.06,-75.491
39.55,-73.773
40.04,-76.197
40.53,-78.455
41.02,-77.145
41.50,-76.602
41.99,-73.712
42.48,-72.478
42.97,-73.064
43.46,-73.329
43.95,-70.564
44.43,-73.293
44.92,-72.979
45.41,-74.828
45.90,-78.081
46.39,-77.875
46.88,-77.518
47.36,-76.361
47.85,-73.312
48.34,-76.700
48.83,-76.624
49.32,-74.502
49.80,-75.871
50.29,-76.503
50.78,-75.700
51.27,-75.723
51.76,-77.015
52.25,-76.230
52.73,-75.036
53.22,-76.749
53.71,-76.884
54.20,-75.550
54.69,-76.034
55.18,-76.016
55.66,-77.618
56.15,-76.923
56.64,-77.613
57.13,-77.174
57.62,-74.446
58.11,-71.342
58.59,-69.401
59.08,-71.135
59.57,-71.496
60.06,-77.673
60.55,-78.018
61.04,-80.118
61.52,-80.161
62.01,-77.214
62.50,-79.416
62.99,-78.317
63.48,-70.271
63.96,-74.857
64.45,-76.677
64.94,-78.692
65.43,-77.346
65.92,-77.148
66.41,-77.110
66.89,-75.643
67.38,-76.951
67.87,-74.399
68.36,-73.940
68.85,-71.639
69.34,-70.408
69.82,-75.921
70.31,-73.467
70.80,-76.246
71.29,-76.761
71.78,-77.141
72.27,-75.649
72.75,-76.431
73.24,-77.770
73.73,-75.838
74.22,-78.589
74.71,-78.415
75.20,-78.831
75.68,-80.831
76.17,-79.090
76.66,-81.586
77.15,-78.764
77.64,-79.662
78.12,-77.587
78.61,-77.427
79.10,-77.209
79.59,-74.092
80.08,-74.813
80.57,-75.915
81.05,-76.823
81.54,-76.853
82.03,-78.231
82.52,-77.179
83.01,-77.841
83.50,-76.484
83.98,-78.181
84.47,-79.126
84.96,-76.630
85.45,-78.384
85.94,-76.847
86.43,-78.457
86.91,-76.454
87.40,-77.389
87.89,-77.589
88.38,-77.290
88.87,-70.207
89.36,-75.967
89.84,-76.968
90.33,-76.379
90.82,-76.260
91.31,-76.707
91.80,-75.857
92.29,-75.216
92.77,-76.595
93.26,-71.952
93.75,-68.889
94.24,-77.050
94.73,-79.273
95.21,-79.170
95.70,-78.838
96.19,-79.265
96.68,-78.468
97.17,-76.731
97.66,-77.906
98.14,-78.701
98.63,-77.878
99.12,-78.272
99.61,-78.721
100.10,-77.319
100.59,-77.907
101.07,-75.622
