Created as New Dataset,Sample 841 By YargerLab Date Saturday, April 18 2026
cm-1,A
4000.00,0.0141
3999.00,0.0141
3998.00,0.0141
3997.00,0.0141
3996.00,0.0141
3995.00,0.0141
3994.00,0.0141
3993.00,0.0141
3992.00,0.0141
3991.00,0.0141
3990.00,0.0141
3989.00,0.0141
3988.00,0.0141
3987.00,0.0141
3986.00,0.0141
3985.00,0.0140
3984.00,0.0140
3983.00,0.0140
3982.00,0.0140
3981.00,0.0140
3980.00,0.0140
3979.00,0.0140
3978.00,0.0140
3977.00,0.0140
3976.00,0.0140
3975.00,0.0140
3974.00,0.0140
3973.00,0.0140
3972.00,0.0140
3971.00,0.0140
3970.00,0.0140
3969.00,0.0140
3968.00,0.0140
3967.00,0.0140
3966.00,0.0140
3965.00,0.0139
3964.00,0.0139
3963.00,0.0139
3962.00,0.0139
3961.00,0.0139
3960.00,0.0139
3959.00,0.0139
3958.00,0.0139
3957.00,0.0139
3956.00,0.0139
3955.00,0.0139
3954.00,0.0139
3953.00,0.0139
3952.00,0.0139
3951.00,0.0139
3950.00,0.0139
3949.00,0.0139
3948.00,0.0139
3947.00,0.0139
3946.00,0.0139
3945.00,0.0139
3944.00,0.0139
3943.00,0.0139
3942.00,0.0139
3941.00,0.0139
3940.00,0.0138
3939.00,0.0138
3938.00,0.0138
3937.00,0.0138
3936.00,0.0138
3935.00,0.0138
3934.00,0.0138
3933.00,0.0138
3932.00,0.0138
3931.00,0.0138
3930.00,0.0138
3929.00,0.0138
3928.00,0.0138
3927.00,0.0138
3926.00,0.0138
3925.00,0.0139
3924.00,0.0139
3923.00,0.0138
3922.00,0.0138
3921.00,0.0138
3920.00,0.0138
3919.00,0.0138
3918.00,0.0138
3917.00,0.0138
3916.00,0.0137
3915.00,0.0137
3914.00,0.0137
3913.00,0.0137
3912.00,0.0137
3911.00,0.0137
3910.00,0.0137
3909.00,0.0137
3908.00,0.0137
3907.00,0.0137
3906.00,0.0137
3905.00,0.0137
3904.00,0.0137
3903.00,0.0137
3902.00,0.0137
3901.00,0.0137
3900.00,0.0137
3899.00,0.0136
3898.00,0.0136
3897.00,0.0136
3896.00,0.0136
3895.00,0.0136
3894.00,0.0136
3893.00,0.0136
3892.00,0.0136
3891.00,0.0136
3890.00,0.0136
3889.00,0.0136
3888.00,0.0136
3887.00,0.0136
3886.00,0.0136
3885.00,0.0136
3884.00,0.0136
3883.00,0.0135
3882.00,0.0135
3881.00,0.0135
3880.00,0.0135
3879.00,0.0135
3878.00,0.0135
3877.00,0.0135
3876.00,0.0135
3875.00,0.0135
3874.00,0.0135
3873.00,0.0135
3872.00,0.0134
3871.00,0.0134
3870.00,0.0134
3869.00,0.0134
3868.00,0.0134
3867.00,0.0134
3866.00,0.0134
3865.00,0.0134
3864.00,0.0134
3863.00,0.0134
3862.00,0.0134
3861.00,0.0134
3860.00,0.0134
3859.00,0.0134
3858.00,0.0133
3857.00,0.0133
3856.00,0.0132
3855.00,0.0132
3854.00,0.0132
3853.00,0.0132
3852.00,0.0132
3851.00,0.0132
3850.00,0.0133
3849.00,0.0133
3848.00,0.0133
3847.00,0.0133
3846.00,0.0133
3845.00,0.0133
3844.00,0.0133
3843.00,0.0133
3842.00,0.0132
3841.00,0.0132
3840.00,0.0132
3839.00,0.0132
3838.00,0.0132
3837.00,0.0132
3836.00,0.0132
3835.00,0.0132
3834.00,0.0132
3833.00,0.0132
3832.00,0.0132
3831.00,0.0132
3830.00,0.0132
3829.00,0.0132
3828.00,0.0132
3827.00,0.0132
3826.00,0.0131
3825.00,0.0131
3824.00,0.0131
3823.00,0.0130
3822.00,0.0131
3821.00,0.0131
3820.00,0.0131
3819.00,0.0131
3818.00,0.0131
3817.00,0.0131
3816.00,0.0131
3815.00,0.0131
3814.00,0.0131
3813.00,0.0131
3812.00,0.0131
3811.00,0.0131
3810.00,0.0131
3809.00,0.0131
3808.00,0.0131
3807.00,0.0131
3806.00,0.0131
3805.00,0.0130
3804.00,0.0130
3803.00,0.0130
3802.00,0.0130
3801.00,0.0130
3800.00,0.0130
3799.00,0.0131
3798.00,0.0131
3797.00,0.0131
3796.00,0.0131
3795.00,0.0131
3794.00,0.0131
3793.00,0.0131
3792.00,0.0131
3791.00,0.0131
3790.00,0.0131
3789.00,0.0131
3788.00,0.0131
3787.00,0.0130
3786.00,0.0130
3785.00,0.0130
3784.00,0.0130
3783.00,0.0130
3782.00,0.0130
3781.00,0.0130
3780.00,0.0130
3779.00,0.0130
3778.00,0.0130
3777.00,0.0129
3776.00,0.0129
3775.00,0.0129
3774.00,0.0128
3773.00,0.0128
3772.00,0.0128
3771.00,0.0128
3770.00,0.0128
3769.00,0.0128
3768.00,0.0128
3767.00,0.0128
3766.00,0.0128
3765.00,0.0128
3764.00,0.0127
3763.00,0.0127
3762.00,0.0127
3761.00,0.0127
3760.00,0.0127
3759.00,0.0127
3758.00,0.0127
3757.00,0.0127
3756.00,0.0126
3755.00,0.0126
3754.00,0.0126
3753.00,0.0126
3752.00,0.0126
3751.00,0.0126
3750.00,0.0126
3749.00,0.0125
3748.00,0.0125
3747.00,0.0125
3746.00,0.0125
3745.00,0.0125
3744.00,0.0124
3743.00,0.0124
3742.00,0.0124
3741.00,0.0123
3740.00,0.0123
3739.00,0.0123
3738.00,0.0123
3737.00,0.0123
3736.00,0.0122
3735.00,0.0122
3734.00,0.0122
3733.00,0.0122
3732.00,0.0122
3731.00,0.0122
3730.00,0.0121
3729.00,0.0121
3728.00,0.0121
3727.00,0.0121
3726.00,0.0121
3725.00,0.0120
3724.00,0.0120
3723.00,0.0120
3722.00,0.0120
3721.00,0.0120
