Created as New Dataset,Sample 846 By YargerLab Date Saturday, April 18 2026
cm-1,A
4000.00,0.0135
3999.00,0.0135
3998.00,0.0135
3997.00,0.0135
3996.00,0.0134
3995.00,0.0134
3994.00,0.0134
3993.00,0.0135
3992.00,0.0135
3991.00,0.0135
3990.00,0.0135
3989.00,0.0135
3988.00,0.0135
3987.00,0.0134
3986.00,0.0134
3985.00,0.0134
3984.00,0.0134
3983.00,0.0134
3982.00,0.0133
3981.00,0.0133
3980.00,0.0133
3979.00,0.0133
3978.00,0.0133
3977.00,0.0133
3976.00,0.0133
3975.00,0.0133
3974.00,0.0133
3973.00,0.0133
3972.00,0.0133
3971.00,0.0133
3970.00,0.0133
3969.00,0.0133
3968.00,0.0133
3967.00,0.0133
3966.00,0.0133
3965.00,0.0133
3964.00,0.0133
3963.00,0.0133
3962.00,0.0133
3961.00,0.0133
3960.00,0.0133
3959.00,0.0133
3958.00,0.0133
3957.00,0.0133
3956.00,0.0133
3955.00,0.0133
3954.00,0.0133
3953.00,0.0133
3952.00,0.0133
3951.00,0.0133
3950.00,0.0132
3949.00,0.0132
3948.00,0.0132
3947.00,0.0132
3946.00,0.0132
3945.00,0.0132
3944.00,0.0132
3943.00,0.0132
3942.00,0.0132
3941.00,0.0132
3940.00,0.0132
3939.00,0.0132
3938.00,0.0132
3937.00,0.0132
3936.00,0.0132
3935.00,0.0132
3934.00,0.0132
3933.00,0.0133
3932.00,0.0133
3931.00,0.0133
3930.00,0.0133
3929.00,0.0133
3928.00,0.0133
3927.00,0.0132
3926.00,0.0132
3925.00,0.0132
3924.00,0.0132
3923.00,0.0132
3922.00,0.0132
3921.00,0.0131
3920.00,0.0131
3919.00,0.0131
3918.00,0.0131
3917.00,0.0131
3916.00,0.0131
3915.00,0.0131
3914.00,0.0131
3913.00,0.0131
3912.00,0.0131
3911.00,0.0130
3910.00,0.0130
3909.00,0.0130
3908.00,0.0130
3907.00,0.0130
3906.00,0.0130
3905.00,0.0129
3904.00,0.0129
3903.00,0.0129
3902.00,0.0129
3901.00,0.0129
3900.00,0.0129
3899.00,0.0129
3898.00,0.0129
3897.00,0.0129
3896.00,0.0129
3895.00,0.0130
3894.00,0.0130
3893.00,0.0130
3892.00,0.0130
3891.00,0.0130
3890.00,0.0129
3889.00,0.0129
3888.00,0.0129
3887.00,0.0129
3886.00,0.0129
3885.00,0.0130
3884.00,0.0130
3883.00,0.0130
3882.00,0.0130
3881.00,0.0130
3880.00,0.0130
3879.00,0.0129
3878.00,0.0130
3877.00,0.0130
3876.00,0.0130
3875.00,0.0130
3874.00,0.0130
3873.00,0.0130
3872.00,0.0130
3871.00,0.0130
3870.00,0.0130
3869.00,0.0130
3868.00,0.0129
3867.00,0.0129
3866.00,0.0129
3865.00,0.0129
3864.00,0.0129
3863.00,0.0129
3862.00,0.0129
3861.00,0.0129
3860.00,0.0129
3859.00,0.0129
3858.00,0.0129
3857.00,0.0129
3856.00,0.0129
3855.00,0.0129
3854.00,0.0129
3853.00,0.0129
3852.00,0.0129
3851.00,0.0129
3850.00,0.0129
3849.00,0.0130
3848.00,0.0130
3847.00,0.0130
3846.00,0.0130
3845.00,0.0130
3844.00,0.0130
3843.00,0.0130
3842.00,0.0130
3841.00,0.0130
3840.00,0.0129
3839.00,0.0129
3838.00,0.0129
3837.00,0.0129
3836.00,0.0129
3835.00,0.0129
3834.00,0.0129
3833.00,0.0129
3832.00,0.0129
3831.00,0.0129
3830.00,0.0128
3829.00,0.0128
3828.00,0.0128
3827.00,0.0128
3826.00,0.0128
3825.00,0.0128
3824.00,0.0128
3823.00,0.0127
3822.00,0.0127
3821.00,0.0127
3820.00,0.0126
3819.00,0.0126
3818.00,0.0126
3817.00,0.0126
3816.00,0.0126
3815.00,0.0126
3814.00,0.0126
3813.00,0.0126
3812.00,0.0126
3811.00,0.0126
3810.00,0.0125
3809.00,0.0125
3808.00,0.0125
3807.00,0.0125
3806.00,0.0125
3805.00,0.0125
3804.00,0.0125
3803.00,0.0125
3802.00,0.0125
3801.00,0.0125
3800.00,0.0125
3799.00,0.0125
3798.00,0.0125
3797.00,0.0125
3796.00,0.0124
3795.00,0.0124
3794.00,0.0124
3793.00,0.0125
3792.00,0.0125
3791.00,0.0125
3790.00,0.0125
3789.00,0.0125
3788.00,0.0125
3787.00,0.0125
3786.00,0.0125
3785.00,0.0125
3784.00,0.0125
3783.00,0.0124
3782.00,0.0124
3781.00,0.0124
3780.00,0.0124
3779.00,0.0124
3778.00,0.0124
3777.00,0.0124
3776.00,0.0124
3775.00,0.0124
3774.00,0.0124
3773.00,0.0124
3772.00,0.0124
3771.00,0.0124
3770.00,0.0124
3769.00,0.0124
3768.00,0.0125
3767.00,0.0125
3766.00,0.0125
3765.00,0.0125
3764.00,0.0124
3763.00,0.0124
3762.00,0.0124
3761.00,0.0124
3760.00,0.0124
3759.00,0.0124
3758.00,0.0124
3757.00,0.0124
3756.00,0.0124
3755.00,0.0123
3754.00,0.0123
3753.00,0.0122
3752.00,0.0122
3751.00,0.0122
3750.00,0.0122
3749.00,0.0122
3748.00,0.0121
3747.00,0.0121
3746.00,0.0120
3745.00,0.0120
3744.00,0.0119
3743.00,0.0118
3742.00,0.0117
3741.00,0.0116
3740.00,0.0116
3739.00,0.0115
3738.00,0.0115
3737.00,0.0114
3736.00,0.0114
3735.00,0.0113
3734.00,0.0113
3733.00,0.0113
3732.00,0.0113
3731.00,0.0113
3730.00,0.0113
3729.00,0.0113
3728.00,0.0114
3727.00,0.0114
3726.00,0.0114
3725.00,0.0115
3724.00,0.0115
3723.00,0.0116
3722.00,0.0116
3721.00,0.0116
3720.00,0.0117
3719.00,0.0117
3718.00,0.0118
3717.00,0.0119
3716.00,0.0120
3715.00,0.0120
3714.00,0.0120
3713.00,0.0119
3712.00,0.0118
3711.00,0.0117
3710.00,0.0117
3709.00,0.0116
3708.00,0.0116
3707.00,0.0116
3706.00,0.0116
3705.00,0.0116
3704.00,0.0116
3703.00,0.0115
3702.00,0.0115
3701.00,0.0115
3700.00,0.0115
3699.00,0.0115
3698.00,0.0116
3697.00,0.0116
3696.00,0.0116
3695.00,0.0116
3694.00,0.0116
3693.00,0.0116
3692.00,0.0116
3691.00,0.0116
3690.00,0.0116
3689.00,0.0117
3688.00,0.0117
3687.00,0.0117
3686.00,0.0117
3685.00,0.0117
3684.00,0.0117
3683.00,0.0118
3682.00,0.0118
3681.00,0.0118
3680.00,0.0118
3679.00,0.0118
3678.00,0.0117
3677.00,0.0117
3676.00,0.0117
3675.00,0.0117
3674.00,0.0117
3673.00,0.0117
3672.00,0.0118
3671.00,0.0118
3670.00,0.0118
3669.00,0.0118
3668.00,0.0118
3667.00,0.0118
3666.00,0.0118
3665.00,0.0119
3664.00,0.0119
3663.00,0.0119
3662.00,0.0119
3661.00,0.0119
3660.00,0.0119
3659.00,0.0119
3658.00,0.0119
3657.00,0.0118
3656.00,0.0118
3655.00,0.0118
3654.00,0.0117
3653.00,0.0117
3652.00,0.0117
3651.00,0.0117
3650.00,0.0117
3649.00,0.0117
3648.00,0.0116
3647.00,0.0116
3646.00,0.0116
3645.00,0.0115
3644.00,0.0115
3643.00,0.0115
3642.00,0.0115
3641.00,0.0115
3640.00,0.0114
3639.00,0.0113
3638.00,0.0113
3637.00,0.0112
3636.00,0.0112
3635.00,0.0112
3634.00,0.0112
3633.00,0.0112
3632.00,0.0111
3631.00,0.0111
3630.00,0.0111
3629.00,0.0111
3628.00,0.0111
3627.00,0.0111
3626.00,0.0111
3625.00,0.0111
3624.00,0.0112
3623.00,0.0112
3622.00,0.0112
3621.00,0.0113
3620.00,0.0113
3619.00,0.0114
3618.00,0.0114
3617.00,0.0115
3616.00,0.0116
3615.00,0.0116
3614.00,0.0117
3613.00,0.0117
3612.00,0.0117
3611.00,0.0116
3610.00,0.0116
3609.00,0.0115
3608.00,0.0115
3607.00,0.0114
3606.00,0.0113
3605.00,0.0113
3604.00,0.0113
3603.00,0.0113
3602.00,0.0113
3601.00,0.0112
3600.00,0.0112
3599.00,0.0112
3598.00,0.0112
3597.00,0.0112
3596.00,0.0113
3595.00,0.0113
3594.00,0.0113
3593.00,0.0113
3592.00,0.0113
3591.00,0.0113
3590.00,0.0113
3589.00,0.0113
3588.00,0.0113
3587.00,0.0113
3586.00,0.0113
3585.00,0.0113
3584.00,0.0113
3583.00,0.0114
3582.00,0.0114
3581.00,0.0114
3580.00,0.0114
3579.00,0.0114
3578.00,0.0114
3577.00,0.0114
3576.00,0.0114
3575.00,0.0114
3574.00,0.0114
3573.00,0.0114
3572.00,0.0115
3571.00,0.0115
3570.00,0.0115
3569.00,0.0115
3568.00,0.0115
3567.00,0.0114
3566.00,0.0114
3565.00,0.0115
3564.00,0.0115
3563.00,0.0115
3562.00,0.0115
3561.00,0.0115
3560.00,0.0115
3559.00,0.0115
3558.00,0.0115
3557.00,0.0115
3556.00,0.0115
3555.00,0.0116
3554.00,0.0116
3553.00,0.0116
3552.00,0.0116
3551.00,0.0116
3550.00,0.0116
3549.00,0.0116
3548.00,0.0116
3547.00,0.0116
3546.00,0.0115
3545.00,0.0115
3544.00,0.0115
3543.00,0.0116
3542.00,0.0116
3541.00,0.0116
3540.00,0.0116
3539.00,0.0116
3538.00,0.0116
3537.00,0.0116
3536.00,0.0116
3535.00,0.0116
3534.00,0.0116
3533.00,0.0116
3532.00,0.0116
3531.00,0.0116
3530.00,0.0116
3529.00,0.0116
3528.00,0.0116
3527.00,0.0116
3526.00,0.0116
3525.00,0.0115
3524.00,0.0115
3523.00,0.0115
3522.00,0.0116
3521.00,0.0116
3520.00,0.0116
3519.00,0.0116
3518.00,0.0116
3517.00,0.0116
3516.00,0.0116
3515.00,0.0116
3514.00,0.0116
3513.00,0.0116
3512.00,0.0116
3511.00,0.0117
3510.00,0.0117
3509.00,0.0116
3508.00,0.0116
3507.00,0.0116
3506.00,0.0116
3505.00,0.0116
3504.00,0.0115
3503.00,0.0115
3502.00,0.0115
3501.00,0.0116
3500.00,0.0116
3499.00,0.0116
3498.00,0.0117
3497.00,0.0117
3496.00,0.0117
3495.00,0.0117
3494.00,0.0117
3493.00,0.0117
3492.00,0.0117
3491.00,0.0117
3490.00,0.0117
3489.00,0.0117
3488.00,0.0117
3487.00,0.0117
3486.00,0.0117
3485.00,0.0118
3484.00,0.0118
3483.00,0.0118
3482.00,0.0118
3481.00,0.0118
3480.00,0.0118
3479.00,0.0118
3478.00,0.0119
3477.00,0.0119
3476.00,0.0119
3475.00,0.0119
3474.00,0.0119
3473.00,0.0119
3472.00,0.0119
3471.00,0.0119
3470.00,0.0119
3469.00,0.0119
3468.00,0.0119
3467.00,0.0120
3466.00,0.0120
3465.00,0.0120
3464.00,0.0121
3463.00,0.0121
3462.00,0.0121
3461.00,0.0121
3460.00,0.0121
3459.00,0.0121
3458.00,0.0122
3457.00,0.0122
3456.00,0.0122
3455.00,0.0122
3454.00,0.0122
3453.00,0.0122
3452.00,0.0122
3451.00,0.0122
3450.00,0.0122
3449.00,0.0123
